350	11.32	102.02635	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.32	200929_Smp_C_1C_T42	102.02635:142872 103.0297:43662 104.03306:46653		986893	1876714	1572895	1813152	1980659	1230952	1458684	19023	271656	1697422	2080250	1755133	1822640	49885	1209117	963980	1250623	1428955	1398604	800775	2144964	1950133	1775054	66568	73140	155469	15162	2406330	2093978	1899662	1642848	103099	113460	2120391	2144126	85295	1737903	122962	94445	1842961	2092331	1783739	114871	2450483	1932814	1722552	1771237	2005366	93061	1768334	177315	51122	3301883	120177	30795	74519	2079927	166048	2123752	2937616	525628	69510	1477472	1769177	264643	2367513	85443	1738438	1757879	86602	58739	140833	129220	159211	146403	185457	66160	2590758	29076	39784	1750218	93195	552321	26358	1425035	1829246	77836	1615495	57760	1913879	40177	47229	535114	126395	366003	1827431	2056271	1948097	2183727	1915872	1862174	1915079	231740	1673231	1483325	78774	2020258	1988579	1114654.37288411	908576.620180804
351	9.476	102.05482	Unknown	[M-H]-		0.037	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.69	200929_Smp_C_3LV_T48	102.05482:125087 103.05817:0 104.06153:0		745130	941786	1650694	1733795	261400	54285	233087	106348	1630181	1013779	1508916	1445226	1343894	264379	842056	1141772	1337453	441680	2484898	838282	726862	1333891	903424	145292	1676452	222673	1395815	789538	2146878	1751451	142126	796257	373647	246593	2025400	1243004	1269627	492093	335314	1382577	2003852	1571307	230282	2037375	1143146	205742	1614921	1214117	407066	1300586	327626	1121998	275456	1775985	220740	1458985	1425685	1407271	1446927	1129046	1483804	1439184	1381051	1198431	356651	348874	1263502	334493	1650097	261990	1248998	88387	347365	347620	1257937	1618293	917942	1930199	397417	359099	180809	111774	697361	825821	3209692	950747	367906	1565374	2983315	1587297	1613710	1794136	347502	1174313	1030361	207306	1097419	1636734	2670045	1497981	281182	217450	157578	216637	182041	298221	168937	3793710	1026229.24511719	743924.151876963
352	11.202	102.05492	Unknown	[M-H]-	similar chromatogram in higher mz_829; similar chromatogram in higher mz_830; similar chromatogram in higher mz_846; similar chromatogram in higher mz_1538; similar chromatogram in higher mz_2339; similar chromatogram in higher mz_2488; similar chromatogram in higher mz_3041; similar chromatogram in higher mz_2617; similar chromatogram in higher mz_3059	0.954	True	null	null	null	null	null	null	999	False	False	False		True	False	null	null	null	null	null	null	null	491.93	200929_Poo_TruePooMortality_DDAneg20	102.05482:5232756 103.05817:202156 104.06153:0	62.44365:6533 95.19078:7476 96.60464:7950 101.46825:6294 102.02637:11419 102.05486:236329	3678941	3042662	3752587	3548986	3120345	81890528	89748648	87586448	87540288	88947512	95512472	106642888	115847200	71747488	62864392	53086840	57240812	62198004	70264472	44411916	70250552	119006576	86400304	108564848	82546976	358013248	97537152	236278912	63847732	66518552	40176832	106208504	326819808	94672416	62419376	35304632	24002236	30427390	26298306	59398344	45355696	42149192	118357856	62528320	5223155	36090408	3042300	63762796	51108428	71039568	137090528	93736736	337792768	100691224	253740816	50373324	76967880	41826248	150575360	211756352	81201000	47074360	22594254	43765060	45132576	13764290	48743944	39731456	54531348	111969616	52384576	83841056	97714976	90582040	212796752	109564472	202980752	141210592	222161248	54114588	82285208	103057568	199797744	121316064	23744216	93587288	72767392	39578996	38901424	31319862	98188608	56366744	78032856	41645208	42596544	44926856	65023516	48050404	30076844	48123988	48421236	41860860	28519692	40539732	42928432	47392156	30763474	8237348	80226706.4398148	67398470.9777775
353	12.128	103.00242	Unknown	[M-H]-		0.88	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.84	200929_Smp_E_4LG_T36	103.00242:340043 104.00577:40868 105.00913:0		2604548	4081096	3080952	2906872	4775627	86633	2104444	139860	4460344	3836526	4108934	3426962	3971208	8334489	3237153	2558500	2562975	2602754	2356788	8974583	3469000	3330642	3143896	3632181	3114717	3636181	3403520	3490196	2999562	2740583	3106179	4685092	4024096	2848080	3210360	3394298	2511454	3709294	5785780	3975430	3122022	3642866	3639528	3072215	2924978	6010598	2942772	2513552	3072343	2792873	4232946	3652325	4123723	1922892	2326598	3101966	2973530	2775755	2990272	4116982	4554016	3154997	2448662	3143076	5431026	3067909	4674012	3619892	4003792	3030815	5046620	4069258	4805536	3709654	4507933	5380717	2474348	2315960	5133864	4083350	3077690	5665446	5159111	2827162	4425168	2685981	3631540	5761782	4263122	3016721	5444772	3215531	4269088	2768828	3384052	3052081	2988559	3333192	3590852	4315070	2763432	3183074	5165240	2624256	4480478	5811437	3457712	3649606	3639249.4693287	1243067.88359224
354	4.516	103.03887	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	49.36	200929_Smp_B_3LV_T36	103.03887:4356364 104.04222:194911 105.04558:107495		302615	248792	58629	438342	670049	1435324	381154	1081944	8786699	8833870	9579582	18955882	19697106	7885802	6814286	8342462	8576497	8863359	9323542	6372050	5625746	15599639	829947	17038886	808442	41138292	861460	31999886	1868746	10074037	6217319	16584553	199716960	44239428	3847667	28070356	17290274	896750	178558	2937481	16485238	72398712	4021048	7419838	767510	231788	122941	5453556	22869790	521593	14976273	612025	92054912	668552	35869368	1438736	17184606	7159461	45947748	214563248	22564878	3907979	10068027	35706576	26689586	277447	5688183	17981324	54114684	9078644	4814970	1769768	6756934	3518586	7583500	829083	5707044	964122	9104896	6628558	3547960	3550503	2727700	10138802	884713	7320712	8506116	2443345	1669818	720939	6034260	7178260	24618692	1723504	3112591	5899659	4415484	1848633	1474020	1242881	920903	2107201	268902	1068716	296796	1322237	476382	914920	13642859.2364366	30565542.2047993
355	3.882	103.0389	Unknown	[M-H]-		0.074	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.72	200929_Smp_B_3LV_T48	103.0389:826768 104.04225:25364 105.04561:693091		50959	88964	50261	80575	1175211	1105765	276580	1465796	178874	6445915	8134906	6551972	19213400	421023	510643	3669463	3640344	8863358	9323542	194014	405717	6453860	572517	907255	553172	13398819	603327	8341778	451429	10074038	1412346	799395	177234368	2491836	3601692	28610272	6930940	450076	282683	1796651	5617361	68025464	381207	474007	467532	254997	343894	5169058	421578	525739	846508	771585	86597400	776022	69971	832237	6804689	710279	14046157	74985296	23541686	1180871	3401679	34460360	795758	631902	282129	7291049	19438944	4524786	1780796	492321	603734	890262	563054	671765	3770537	362815	970867	428250	1619068	340739	512758	108470	199180	1468743	7068740	742628	1271704	284329	1954142	421903	1156598	835035	3614800	449408	1510194	1176167	902525	1160872	693845	823925	1175233	2910074	1398965	215884	185081	240808	6902408.3458478	21322981.1928808
356	2.815	103.03896	Unknown	[M-H]-		0.074	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.8	200929_Poo_TruePooMortality_Full5	103.03896:329720 104.04231:0 105.04567:266029		536716	613306	542555	579968	1308516	593434	645274	734924	205299	577830	939298	793787	8143184	466687	655064	390431	472967	718717	4909854	178650	934340	660402	475973	173362	597706	591087	655564	519872	926013	894898	109492	379957	920539	680384	595720	532854	619586	319253	1079672	122365	492800	739633	267635	807503	643374	1137590	570590	689056	849310	521401	949701	258918	814423	475847	306036	579015	888628	186613	917057	854425	234861	527952	616701	849465	688011	153941	186282	676309	763699	596566	256016	376488	483105	66500	241560	146937	387307	545555	231791	42340	756529	1198702	464280	535900	737173	538746	249128	578887	375895	617811	467320	520479	478793	229360	750984	768081	614779	545374	744064	138381	681459	375462	873026	369950	703871	129378	519755	126265	665798.818938079	878367.86514992
357	13.471	103.99744	Unknown	[M-H]-		0.306	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.21	200929_Smp_B_3LV_T12	103.99744:192446 105.00079:0 106.00415:0		1366943	1311816	2788872	2125254	2947754	89849	85347	188094	113323	1125203	905789	1048115	218178	993961	378249	1248833	536541	557530	252521	891318	684877	885275	1474271	2949024	1955103	881197	1484119	595640	1044232	603319	3112264	849271	900386	413121	1345276	2815522	150294	1573728	641549	1435021	785510	1464876	496134	356887	899565	764454	1240935	1100394	117377	523705	4252606	2727353	1211691	1630389	1681367	1030981	522537	4304443	1275326	812792	854323	1173483	1858970	881593	521630	2762088	2693446	1265565	1416768	1165833	603141	1633081	202865	6501493	2535444	111512	1192812	404209	461242	1624339	700536	404095	124427	1331287	1582689	508599	421316	363897	3130998	1032833	678045	1100759	10699338	1040717	630932	734105	1481426	1121740	816165	1125295	635001	193113	132523	1320433	720698	2612950	777454	1097204	1282858.39800347	1357853.34996216
358	3.024	104.02423	Unknown	[M-H]-	similar chromatogram in higher mz_640; similar chromatogram in higher mz_420; similar chromatogram in higher mz_591; similar chromatogram in higher mz_742; similar chromatogram in higher mz_799; similar chromatogram in higher mz_949; similar chromatogram in higher mz_1251; similar chromatogram in higher mz_1256; similar chromatogram in higher mz_1278; similar chromatogram in higher mz_1284; similar chromatogram in higher mz_1303; similar chromatogram in higher mz_1517; similar chromatogram in higher mz_1618; similar chromatogram in higher mz_1689; similar chromatogram in higher mz_1708; similar chromatogram in higher mz_1824; similar chromatogram in higher mz_1836; similar chromatogram in higher mz_1874; similar chromatogram in higher mz_1935; similar chromatogram in higher mz_1963; similar chromatogram in higher mz_2069; similar chromatogram in higher mz_2072; similar chromatogram in higher mz_2083; similar chromatogram in higher mz_2097; similar chromatogram in higher mz_2098; similar chromatogram in higher mz_2130; similar chromatogram in higher mz_2143; similar chromatogram in higher mz_2159; similar chromatogram in higher mz_2196; similar chromatogram in higher mz_2227; similar chromatogram in higher mz_2263; similar chromatogram in higher mz_2282; similar chromatogram in higher mz_2319; similar chromatogram in higher mz_2361; similar chromatogram in higher mz_2368; similar chromatogram in higher mz_2429; similar chromatogram in higher mz_2447; similar chromatogram in higher mz_2509	0.009	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.72	200929_Smp_E_4LG_T36	104.02423:212001 105.02758:190123 106.03094:75182048		499211	264704	151145	265120	812817	17198	33527	41349	366865	178004	401728	261279	276787	182105	533163	381091	375656	315418	866877	555790	908407	317329	104398	943645	333888	550374	216168	508290	204270	156809	590090	119906	174203	680831	258561	154212	469046	402537	542882	98370	190600	258138	116194	422768	400702	231159	131902	507183	230646	270852	1385298	298160	97755	85614	318571	76390	117596	333881	241879	202247	225490	150749	102875	320878	156730	48309	393319	198747	66273	376283	820533	1746940	368003	224977	677545	388411	185091	468285	444473	449068	112541	515547	426061	400270	124044	180488	175560	350104	655926	328670	426299	358211	577859	261508	455855	90234	291403	247129	307367	1414754	225384	248192	972841	69635	341958	1892726	288283	669162	376412.716308594	321737.625974952
359	7.54	104.02431	Unknown	[M-H]-		0.056	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.49	200929_Smp_C_1C_T0	104.02431:487285 105.02766:269067 106.03102:62027592		112246	574931	778402	187769	488870	12348	49716	43209	1503613	229509	453968	54758	144210	180919	287474	470617	201730	466691	1971784	434029	298931	133103	282110	347379	240510	62546	265608	115334	542711	167269	313499	329667	122755	775452	175485	440134	278695	86574	97608	227149	389059	141806	114594	1762100	721928	1441373	143759	464436	151495	48896	722598	296726	966416	516019	239355	216233	66752	586641	312540	191091	473452	216992	225910	1430472	191404	463184	313156	294563	378677	776011	339461	4128680	1180480	315130	276499	376940	159759	135400	1283631	121268	254584	126344	532703	207546	218284	197933	518670	336794	414045	829085	323826	143406	1919082	639771	669894	576404	227916	188871	676819	1597202	162467	630915	1200310	402472	213310	1921757	482765	229168	484875.416323061	560207.397311738
360	9.548	104.02434	Unknown	[M-H]-		0.028	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.01	200929_Smp_A_3LV_T36	104.02434:126831 105.02769:75072 106.03105:18163176		512366	442686	418410	553122	99373	11392	37506	47897	144437	233175	1201800	199285	462643	457613	389861	383744	152568	142076	402559	323821	402105	140114	334618	548111	102558	768812	307230	353099	236028	235390	316900	469187	1125606	465369	141742	156354	290220	1000065	92475	101261	159536	81257	540354	449896	300224	534463	227348	477321	989120	394412	799917	68330	93008	224236	328037	119171	214140	153957	162892	543239	483028	217249	328120	281661	382896	535784	155285	249433	495104	612372	622289	718996	413902	96773	351126	167314	297539	516476	182652	281541	637329	188397	751495	249804	157634	219534	168482	397886	141053	204655	489615	371038	130379	236427	770704	340345	282537	209414	826880	597042	242056	497107	251301	151952	527959	532077	483463	295972	359319.58186849	235062.979332835
361	11.607	104.0341	Unknown	[M-H]-		0.963	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	51.51	200929_Smp_C_4LGV_T36	104.0341:6081046 105.03745:370840 106.04081:3094750		132879	1350765	1067650	1065558	1826198	4261325	3252304	7737070	14716052	11632156	12933446	13598808	16575741	7667433	11918442	7375580	8271490	7739719	10404704	5282657	4299356	5937701	3024239	3651618	3166359	6321700	2237752	8060738	4869244	2928796	3620520	5278658	6365540	7075412	3791391	3209734	6818911	72327152	76494496	3252696	4397070	2710113	8191412	5357306	2676281	11818461	893929	3466057	4842142	2986632	4013931	2696062	3552902	3559870	4068038	5695842	3199238	2140410	4256764	9516195	6718823	4092563	2202128	4446900	22948440	80974424	2857102	3370057	3107840	8820328	4218212	4288026	4412240	2523790	4411220	3696570	5559080	4905584	6254096	2073474	3084273	3314841	4377152	6438591	74108640	4096539	6221354	21793266	129971184	82058560	3945178	4027172	5194394	2996488	3424150	3297986	6990089	28137164	46444652	3182376	4595813	26375078	76052784	1917309	5539564	16961616	56860448	4144234	11935300.3556134	21321188.2431932
362	9.307	105.01818	Unknown	[M-H]-		0.056	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	22.26	200929_Smp_B_3LV_T36	105.01818:1892362 106.02153:70319 107.02489:599393		15483	78450	12747	31496	6999	252849	1129502	166039	1579694	1550766	1799653	1523003	9591	1531717	38439	9039	20517	37202	13738	102486	273503	393798	273709	821105	617739	9248957	1048963	1690099	521014	220622	306814	1085854	15320307	1154046	377342	540936	10794	712213	444610	491980	112845	518606	10780357	929222	209787	757611	12791	76152	26376	349914	1011590	685450	11489689	620309	4223106	1083715	14862	429666	2126286	31174464	5364712	181241	229881	583005	742393	505425	329420	108439	1093106	6254368	1795918	315760	1188496	559638	1440555	997972	1866796	37251	2879697	357343	561131	874208	1191980	1787866	536393	55496	709378	420455	679768	516674	365366	580010	2112283	1366694	944059	181472	854917	1052498	437285	442279	995116	672426	8929	274920	44998	851530	442320	280066	1464523.54995388	3706941.03747885
363	13.233	105.04455	Unknown	[M-H]-		0.009	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.37	200929_Blk_Media_blk	105.04455:306517 106.0479:5864942 107.05126:2313368		3352033	1916114	3459302	3659620	5912498	61734	48924	591736	1494189	4263258	732549	3655934	5890402	2724646	3354144	2580072	3456208	5987678	3413803	6919496	3550104	2058984	1118963	3887737	2374232	2357668	714374	5843840	1698970	1551114	4603428	1073016	3211112	3509476	1937621	3377113	6490626	4175880	2323342	2312771	3560051	1220728	4041872	2452593	4135981	5283176	2460349	1449854	4833576	4687876	3271842	1891146	3775876	3124361	3362110	4349390	1507906	3982533	3549287	2875644	5680886	2451946	1768558	6072806	2845688	1447022	2455326	1780021	2829875	2891437	3150242	2382732	3521771	6761874	2873322	5800962	4238966	4532906	3691865	2931156	880642	3080152	1927123	2991506	2863772	4948662	7129258	7448723	1607685	870726	3213279	2767966	6192491	4513520	2951638	3774355	5978658	3903996	8491196	3424624	3308719	3481658	5347613	1560256	806601	2892560	2380250	1663062	3314545.46943721	1701591.0965674
364	6.191	105.04458	Unknown	[M-H]-		0.028	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.93	200929_Smp_C_6HV_T24	105.04458:904902 106.04793:18418364 107.05129:4750444		6210370	3174038	3253490	4917636	6097751	149255	110270	133853	1365031	554603	1852755	1957460	1930414	1586021	6288178	1421144	2019480	6857098	4070385	2376512	5993966	2165375	653583	4459860	2182326	1962512	4234754	2481852	1161855	3537104	3333818	3068680	1161078	2045568	1459810	4495482	1330576	4626308	6267852	5624336	501247	6291458	5300066	9514205	2477151	4465241	4734060	3893302	3041385	1986467	13145272	8740292	517834	1742095	2625208	822691	2246116	1993802	5594562	625165	5078662	2221588	7228032	4538738	2286629	9903592	10106394	2363124	495089	9747460	4168757	22103494	3812000	3852506	7946258	2323903	1670916	1678750	6467344	2197070	4719378	2399693	3941666	2373954	3555987	3476973	4391496	3848200	7331888	5476439	5174336	1990161	24749404	4298073	2917644	7080724	2817523	2366929	965387	6045283	638059	2776788	4938825	2288145	1519050	4781694	3144267	4248668	4011824.08579282	3641727.65768364
365	7.751	105.04462	Unknown	[M-H]-		0.019	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.86	200929_Smp_C_6HV_T24	105.04462:698484 106.04797:18016986 107.05133:7382744		951846	1613363	2154536	2970562	951272	94254	35019	55917	5435962	944540	858963	171529	2543389	1616235	8745553	389849	1953928	331379	1648700	2501145	1434264	760991	511662	1275749	969725	1027049	1089886	1922752	839546	349379	2048742	2472801	2524654	1829216	1751679	2750832	663514	1172115	7490422	1634163	451088	949305	5620342	859539	878961	1404206	370481	1123885	2144509	2041006	2768299	5058246	1572794	1539131	2455382	1587969	486447	1445672	1153094	792259	10264958	2452141	2469764	325171	770299	1511858	6210933	1168152	384142	2022515	1613483	7218664	4876983	2479911	2129735	969341	737370	1118381	1103754	1889958	837539	1718646	5765594	1509391	464355	928013	3208328	1995384	1396429	2916483	2285596	2551697	11072644	4167256	1327748	1155636	1675038	1121990	901603	2994754	917872	1578972	2510853	1548295	1481898	821696	376909	248680	2003578.83814381	1993048.86722849
366	2.368	105.93472	Unknown	[M-H]-	ion correlated with 637; ion correlated with 589	0.176	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.2	200929_Blk_Media_blk	105.93472:183387 106.93807:0 107.94143:89716		277351	456069	66645	398309	5659412	15837	32706	27012	83670	69986	28124	12053	45358	137951	45898	23109	57469	18040	13323	112249	12254	59224	221916	36468	669444	2251728	33764	27448	47960	11990	43274	194616	26706	121099	28322	3634990	26251	2971718	16405	388637	18346	1541441	17546	19037	43152	83284	569236	64744	55497	36334	1018882	207928	17594	1988601	13815	517614	48693	3364661	97489	13808	170612	956824	506376	176302	18922	18358	3711187	168360	302837	16491	504175	167604	139365	74373	231582	32116	1234147	50513	1594760	229157	47633	102928	53491	158697	23579	55169	355308	47481	53831	35034	23853	565258	177297	12962	29608	17419	34135	27998	16179	2156540	151142	46550	36570	583621	18277	32484	13897	46864	401577.303204572	904110.087375498
367	3.616	106.03979	Unknown	[M-H]-		0.009	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	0.69	200929_Smp_C_6HV_T24	106.03979:17607156 107.04314:4333105 108.0465:491475		75946808	96362200	42454720	61309064	78187256	9041719	4390558	2492735	60805044	54122748	37736472	60594896	216676176	11954152	28189366	52569812	94040136	40196296	23823824	16908924	75408480	100970504	11354150	71247096	41225012	83570224	22850090	49307252	38232932	54193176	133772352	85196928	39967084	26707176	36770696	101608840	49672260	15503486	246139072	41849576	49878368	41143688	31891050	50434696	58142524	67151736	57146056	88670576	47222672	21060346	255682208	30408198	41529020	29180134	41526904	30828094	38799508	30389496	22764782	46211144	86842144	42125376	73659816	59545044	20685358	23771836	70453384	40283308	33631204	96366632	133054664	167447408	115290800	137038080	224163120	61125952	61397832	69532384	91442848	22108696	14732533	205741552	65668056	55071732	27223088	52810876	70263768	35280048	229408816	56420668	112310464	64524864	98656104	13438773	36233260	88175696	33330796	12292321	116017808	191311536	53622296	56045016	80857680	52670388	24422928	27376268	68067824	75091480	65930027.9398148	52368298.0189113
368	5.961	106.03982	Unknown	[M-H]-		0.019	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.59	200929_Smp_C_6HV_T24	106.03982:17381668 107.04317:5450834 108.04653:653746		73144184	80007432	20210350	24140118	33071576	2617350	5718616	1774735	68061928	13078067	96808512	10201358	85782816	52797268	31927482	65711768	41187804	60851636	138780944	98834272	141098288	63189712	75153112	108721736	104204272	47898956	13996935	29825618	27316928	11161058	22734880	65866372	66922852	58179120	43179800	97804584	46544208	18943352	207114048	24258820	47652140	134604128	16034479	205919312	19560834	20131474	71641392	109216664	46687552	20242526	381624992	121195528	45895048	154904320	13698587	58331408	34859308	37088144	127666976	41037732	136677664	53153096	74322424	18013782	30663072	143634544	123558464	36351028	46616764	130063352	80731064	447447392	81931960	77326632	102035184	77008944	64059688	42588768	146246976	15993776	18752702	47953184	100002992	34481696	19849546	47581168	134708208	195110752	158787056	80929904	53583936	20759178	481794784	59598560	33926800	29531542	36623520	76413416	134022600	202921824	60825308	33570044	113939440	63435556	31837114	60948808	112609568	35074532	77729756.6956019	77728039.1924032
369	8.453	106.03992	Unknown	[M-H]-		0.009	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.21	200929_Smp_C_1C_T0	106.03992:16818892 107.04327:48749716 108.04663:6698172		13180504	67044084	13155555	41885776	28896164	7463724	3896047	2333954	88620584	51892884	19406040	30910754	20882778	39070032	157941120	27033890	42303752	10072113	104509264	52349856	41163488	16770611	54020544	35448756	13186406	41586776	32317752	38194132	67713440	38045436	59903848	49361008	11371424	36904392	25307286	45052212	26238580	58201712	10365697	41061828	43031604	41674148	71217944	11175776	18309450	23214410	45886232	57674260	39814116	12522957	88537744	15957654	48001180	18243736	15368012	66365424	21217680	82601056	48151112	45710920	237263888	50106152	12096660	32611432	37171708	19336658	16938404	66710976	65241684	21101778	58356160	206947824	106872672	50207332	12880393	114902840	30877854	58206088	11680472	74519808	45558020	7527117	142201056	46477636	46834296	47731348	19923478	21995884	48625936	58960728	53663432	41994044	137258096	9793328	61716084	47973444	28397432	35401284	10953248	55034768	57785468	51893424	56888216	19992736	38708868	13383209	18306574	62635392	45846156.9097222	37826499.3361405
370	9.269	106.92162	Unknown	[M-H]-	ion correlated with 394	0.935	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	939.08	200929_Smp_E_4LG_T48	106.92162:332726 107.92497:0 108.92833:352267		4931460	12364844	0	0	12839156	902688	1494487	1518690	5709857	10501757	12499141	6316356	4605960	8100648	2051732	3738341	4849648	6676787	4346500	2703597	6947450	2275365	10304366	6565634	6188420	9855391	5860195	8634752	1967975	2746441	2375540	5401501	10214559	14378642	10108342	2410587	2490804	9836688	5384809	4083910	11242965	10063341	6781240	5860132	10925534	11059802	9466229	7312897	5924361	10099962	2273302	4916672	3126380	9059871	8114478	7398505	4364427	4216750	3816463	13232401	4517024	6567426	7490060	13115751	2281312	6635150	5686740	4960644	10327606	2414416	5256274	2982275	6046562	6325511	6362295	5121857	11694242	11960624	6238848	5054502	12267151	5509704	6278612	8690086	5247838	4475148	6690311	8249150	1602890	2812732	7803576	7305438	6868390	5689990	11409749	2933994	10639325	8436047	4687564	5855432	14561588	16813044	5232697	14763141	15399311	5498713	5448799	5134216	6766504.54861111	3665714.33904271
371	16.049	106.94251	Unknown	[M-H]-		0.019	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	15.48	200929_Poo_TruePooMortality_DDAneg50	106.94251:122260 107.94586:0 108.94922:0		0	0	0	0	0	560914	87503	591818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9630	0	0	0	0	0	0	33484	24799	0	0	0	0	0	0	0	0	0	0	0	0	0	6942	0	0	0	0	0	0	0	0	0	0	0	0	0	8956	0	9668	0	0	0	16454	0	0	0	10052	0	0	0	0	0	0	0	0	0	0	0	0	0	10610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12692.8565266927	78398.9577162604
372	4.609	106.97962	Unknown	[M-H]-		0.167	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	150.02	200929_Smp_C_3LV_T48	106.97962:965306 107.98297:0 108.98633:67171		11145	109132	129529	0	15382	468931	438819	161711	3045793	4560482	2616195	5067842	2178514	2454227	2234372	2112634	2476324	2893373	3099242	1008709	9282	48429	15207	190103	20009	47994	74031	62527	14426	0	12469	30954	315967	64237	86370	9386	80533	19554388	17238094	53993	0	11935	27553	14662	313784	7712612	110491	169862	96063	13071	33807	9778	48276	26982	25444	151630	0	13948	12277	17641	17028	12730	15312	283857	1173145	17384976	825716	113718	18696	59159	21329	15948	46817	13730	12189	0	11545	0	0	93129	64140	10982	9423	11750	27408944	33324	309901	3032473	24631446	29084092	301052	77359	12993	12901	13766	10840	410011	7965386	38014412	11424	155372	6380058	11023968	35829	331278	4452451	19291670	4731035	2590443.2802011	6646029.39197644
373	8.182	107.0351	Unknown	[M-H]-	similar chromatogram in higher mz_390; similar chromatogram in higher mz_397; similar chromatogram in higher mz_516; similar chromatogram in higher mz_529; similar chromatogram in higher mz_543; similar chromatogram in higher mz_576; similar chromatogram in higher mz_656; similar chromatogram in higher mz_708; similar chromatogram in higher mz_821; similar chromatogram in higher mz_842; similar chromatogram in higher mz_854; similar chromatogram in higher mz_863; similar chromatogram in higher mz_892; similar chromatogram in higher mz_1021; similar chromatogram in higher mz_1141; similar chromatogram in higher mz_1174; similar chromatogram in higher mz_1216; similar chromatogram in higher mz_1296; similar chromatogram in higher mz_1307; similar chromatogram in higher mz_1325; similar chromatogram in higher mz_1387; similar chromatogram in higher mz_1565; similar chromatogram in higher mz_1773; similar chromatogram in higher mz_1816; similar chromatogram in higher mz_1826; similar chromatogram in higher mz_1831; similar chromatogram in higher mz_1964; similar chromatogram in higher mz_2014; similar chromatogram in higher mz_2033; similar chromatogram in higher mz_2051	0.037	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.19	200929_Smp_C_6HV_T24	107.0351:4488828 108.03845:1084961 109.04181:5937817		10867883	11359758	7655840	26404974	39457484	693246	2043842	2252766	6651073	10175076	11357775	7107580	22627442	3266941	30052586	3186603	6658200	7310302	13399533	8208620	19120360	6971381	7925620	9679232	2417724	11081825	5240248	8069268	10416256	15616286	31526674	11180482	31367330	23512088	6145578	7936970	7615500	13200943	12669818	8827967	7229390	18635674	12084535	6583068	8527796	14338458	19954748	11309863	20243392	10785622	3772418	46672348	5719464	13259994	9311052	16246202	5544007	26573470	24575318	7509630	56027944	7503889	12592318	10295596	5215174	7640868	24667926	10391149	7552317	19307274	13084571	11749316	20931672	4455215	28942456	23674244	2284789	8634622	5627234	11730884	5920958	9589958	21732206	11567470	5201031	2809798	22278514	13227805	19721564	16104562	4874895	10701959	53544488	18847536	6390588	13134834	2388144	5718155	37614400	33782004	2692639	11258944	35845408	10138495	10821754	43952796	6523552	6223062	13935671.3107639	11089183.9865949
