SampID,Time,Rep,Treatment,MF,Name,FinalBMIS,Fraction,RT,mz,Volume_Normalized_Area,Predicted_Adduct_Ion
A_1C_T18,18,A,C,HNeg_2776,Unknown,Inj_vol,HILIC_Neg,2.077,376.27258,61293.42,NA
A_1C_T18,18,A,C,HNeg_2778,Unknown,Inj_vol,HILIC_Neg,11.928,377.08578,296938.8,NA
A_1C_T18,18,A,C,HNeg_2798,Unknown,Inj_vol,HILIC_Neg,2.633,383.19342,7328.58,NA
A_1C_T18,18,A,C,HNeg_2805,Unknown,"DL-Proline, 2H7",HILIC_Neg,14.095,386.03351,17028.365600365454,NA
A_1C_T18,18,A,C,HNeg_2810,Unknown,"DL-Histidine, 15N",HILIC_Neg,11.944,387.11478,23240.8632411158,[M+FA-H]-
A_1C_T18,18,A,C,HNeg_2823,Unknown,Inj_vol,HILIC_Neg,2.037,390.25189,47615.32,NA
A_1C_T18,18,A,C,HNeg_2873,Unknown,"Cytosine, 13C2, 15N3",HILIC_Neg,11.996,404.10477,304588.90442363376,NA
A_1C_T18,18,A,C,HNeg_2894,Unknown,"Cytosine, 13C2, 15N3",HILIC_Neg,10.215,412.14658,11796.159855416538,NA
A_1C_T18,18,A,C,HNeg_2895,Unknown,"Guanine, 13C, 15N2",HILIC_Neg,9.199,412.147,38209.09805128796,NA
A_1C_T18,18,A,C,HNeg_2905,Unknown,"Thymine, 2H4",HILIC_Neg,10.21,414.16245,157962.94106176746,NA
A_1C_T18,18,A,C,HNeg_2959,Unknown,"DL-Histidine, 15N",HILIC_Neg,10.385,441.03741,129293.29092990891,NA
A_1C_T18,18,A,C,HNeg_2973,Unknown,Inj_vol,HILIC_Neg,9.218,448.12378,3848.94,[M+Cl]-
A_1C_T18,18,A,C,HNeg_3035,Unknown,"Sulfoacetic acid, 13C2",HILIC_Neg,11.227,486.09213,7617.293955711132,NA
A_1C_T18,18,A,C,HNeg_3041,Unknown,"Thymine, 2H4",HILIC_Neg,11.247,487.36606,13973.452616309209,NA
A_1C_T18,18,A,C,HNeg_3100,Unknown,"Sulfoacetic acid, 13C2",HILIC_Neg,10.545,557.1355,39680.05084467451,NA
A_1C_T18,18,A,C,HNeg_3111,Unknown,"Sucrose, 13C",HILIC_Neg,13.026,591.06366,25790.82377320408,NA
A_1C_T18,18,A,C,HNeg_3117,UDP-N-acetylglucosamine,"DL-Alanine, 2H3",HILIC_Neg,11.869,606.07513,1208.0897167089233,NA
A_1C_T18,18,A,C,HNeg_345,Unknown,"Sucrose, 13C",HILIC_Neg,11.429,101.02325,125106.27930334762,NA
A_1C_T18,18,A,C,HNeg_352,Unknown,"DL-Alanine, 2H3",HILIC_Neg,11.202,102.05492,1633376.9213652485,NA
A_1C_T18,18,A,C,HNeg_354,Unknown,"DL-Valine, 2H8",HILIC_Neg,4.516,103.03887,17540.379347229737,NA
A_1C_T18,18,A,C,HNeg_361,Unknown,"DL-Histidine, 15N",HILIC_Neg,11.607,104.0341,55700.52082685382,NA
A_1C_T18,18,A,C,HNeg_408,Unknown,"Homarine, 2H3",HILIC_Neg,6.138,111.01884,61591.59363208841,NA
A_1C_T18,18,A,C,HNeg_425,Unknown,Inj_vol,HILIC_Neg,15.237,112.9362,10738.1,NA
A_1C_T18,18,A,C,HNeg_545,Unknown,"Thymine, 2H4",HILIC_Neg,2.742,121.07533,13101.272510442004,NA
A_1C_T18,18,A,C,HNeg_593,Unknown,"Trehalose, 13C",HILIC_Neg,3.497,126.90388,213493.4750673873,NA
A_1C_T18,18,A,C,HNeg_599,Unknown,"DL-Valine, 2H8",HILIC_Neg,11.22,127.05019,90138.22080309504,[M-H2O-H]-
A_1C_T18,18,A,C,HNeg_604,Unknown,"DL-Histidine, 15N",HILIC_Neg,11.211,128.03406,1626776.5143391541,NA
A_1C_T18,18,A,C,HNeg_609,"Taurine, 2H4","DL-Histidine, 15N",HILIC_Neg,11.117,128.03421,1520502.1309859825,[M-H2O-H]-
A_1C_T18,18,A,C,HNeg_611,Unknown,"Thymine, 2H4",HILIC_Neg,2.586,128.08313,6442.672937814865,NA
A_1C_T18,18,A,C,HNeg_631,Unknown,Inj_vol,HILIC_Neg,7.695,130.08624,15744.28,NA
A_1C_T18,18,A,C,HNeg_647,Unknown,"Sucrose, 13C",HILIC_Neg,12.251,131.08133,56961.06935559979,NA
A_1C_T18,18,A,C,HNeg_651,Unknown,"Sulfoacetic acid, 13C2",HILIC_Neg,11.538,132.02922,1108047.491776237,NA
A_1C_T18,18,A,C,HNeg_682,Unknown,Inj_vol,HILIC_Neg,5.533,134.04597,746536.72,NA
A_1C_T18,18,A,C,HNeg_785,Unknown,Inj_vol,HILIC_Neg,10.16,141.06589,715358.64,NA
A_1C_T18,18,A,C,HNeg_787,Unknown,"Thymine, 2H4",HILIC_Neg,2.223,141.09108,6072.616978922738,NA
A_1C_T18,18,A,C,HNeg_793,Unknown,"Adenine, 15N2",HILIC_Neg,2.192,142.09888,1585.3146137957478,NA
A_1C_T18,18,A,C,HNeg_818,Unknown,"L-Cysteic acid, 2H3",HILIC_Neg,11.437,145.01329,88084.503263861,NA
A_1C_T18,18,A,C,HNeg_824,Unknown,"DL-Valine, 2H8",HILIC_Neg,11.229,145.06082,1276680.1375459668,NA
A_1C_T18,18,A,C,HNeg_830,Unknown,"DL-Alanine, 2H3",HILIC_Neg,11.236,146.04462,14361417.260100195,NA
A_1C_T18,18,A,C,HNeg_847,Unknown,"Sulfoacetic acid, 13C2",HILIC_Neg,11.233,146.50258,8799.21836631287,NA
A_1C_T18,18,A,C,HNeg_928,Unknown,"DL-Valine, 2H8",HILIC_Neg,11.567,154.01112,45365.67798139298,[M+Na-2H]-
A_1C_T18,18,A,C,HNeg_953,Unknown,"DL-Valine, 2H8",HILIC_Neg,9.015,155.08163,142.2340860402605,NA
A_1C_T18,18,A,C,HNeg_sky1,2-Ketoglutaric acid,"L-Cysteic acid, 2H3",HILIC_Neg,11.245833333333334,145.01329879543,87657.52226919102,NA
A_1C_T18,18,A,C,HNeg_sky11,D-Gluconic acid,"DL-Proline, 2H7",HILIC_Neg,10.26,195.050533638882,19165.13346929337,NA
A_1C_T18,18,A,C,HNeg_sky19,L-Cysteic acid,"L-Cysteic acid, 2H3",HILIC_Neg,11.294166666666667,167.9964554042722,4525.845412242708,NA
A_1C_T18,18,A,C,HNeg_sky22,N-Acetyl-L-glutamic acid,"DL-Alanine, 2H3",HILIC_Neg,10.545833333333334,188.0558707916152,148144.15665395337,NA
A_1C_T18,18,A,C,HNeg_sky27,Succinic acid,Inj_vol,HILIC_Neg,11.334166666666668,117.01814334699556,110968.9,NA
A_1C_T18,18,A,C,HNeg_sky32,Taurine,Inj_vol,HILIC_Neg,9.87,124.00628710277688,694.46,NA
A_1C_T18,18,A,C,HNeg_sky34,Threonic acid,Inj_vol,HILIC_Neg,9.231666666666667,135.02882788651334,11280.34,NA
A_1C_T18,18,A,C,HNeg_sky36,Thymine,"Thymine, 2H4",HILIC_Neg,3.4791666666666665,125.03455597142438,38095.10244816603,NA
A_1C_T18,18,A,C,HNeg_sky6,Adenosine monophosphate,"L-Cysteic acid, 2H3",HILIC_Neg,10.925833333333332,346.0558877832655,19967.142205860935,NA
A_1C_T18,18,A,C,HPos_1006,Unknown,"Cytosine, 13C2, 15N3",HILIC_Pos,7.988,137.04572,51917.67320059206,NA
A_1C_T18,18,A,C,HPos_1007,Hypoxanthine,Inj_vol,HILIC_Pos,6.443,137.04584,81442.64,NA
A_1C_T18,18,A,C,HPos_1022,Trigonelline,Inj_vol,HILIC_Pos,8.484,138.05481,74838.98,NA
A_1C_T18,18,A,C,HPos_108,Glycine,"DL-Alanine, 2H3",HILIC_Pos,11.841,76.03989,24319.66797627029,NA
A_1C_T18,18,A,C,HPos_1147,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.159,142.64003,29370.09977300595,NA
A_1C_T18,18,A,C,HPos_1148,Unknown,"DL-Alanine, 2H3",HILIC_Pos,10.16,142.92117,4287.637142104049,NA
A_1C_T18,18,A,C,HPos_1152,Unknown,Inj_vol,HILIC_Pos,10.161,142.95488,17091.94,NA
A_1C_T18,18,A,C,HPos_1157,Ectoine,Inj_vol,HILIC_Pos,10.162,143.08125,36319091.2,NA
A_1C_T18,18,A,C,HPos_1181,Unknown,Inj_vol,HILIC_Pos,10.161,143.20895,16855.58,NA
A_1C_T18,18,A,C,HPos_1183,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.16,143.52464,27975.14028391466,NA
A_1C_T18,18,A,C,HPos_1184,Unknown,"DL-Alanine, 2H3",HILIC_Pos,11.335,144.06564,56496.21049143297,NA
A_1C_T18,18,A,C,HPos_1209,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.934,145.04953,61003.01004853114,[M+2H]2+
A_1C_T18,18,A,C,HPos_1227,Unknown,Inj_vol,HILIC_Pos,11.905,146.09238,63697.46,NA
A_1C_T18,18,A,C,HPos_1230,(3-Carboxypropyl)trimethylammonium,"DL-Proline, 2H7",HILIC_Pos,10.573,146.11743,10239.702005711972,NA
A_1C_T18,18,A,C,HPos_1239,Unknown,"DL-Alanine, 2H3",HILIC_Pos,9.569,147.04401,2156.371331002806,NA
A_1C_T18,18,A,C,HPos_1241,L-Glutamine,"DL-Proline, 2H7",HILIC_Pos,11.233,147.07626,7176093.391500964,NA
A_1C_T18,18,A,C,HPos_1251,L-Lysine,"Trehalose, 13C",HILIC_Pos,19.803,147.11264,55038.44848321464,NA
A_1C_T18,18,A,C,HPos_1256,Unknown,"DL-Alanine, 2H3",HILIC_Pos,11.209,147.59549,9933.08969189622,NA
A_1C_T18,18,A,C,HPos_1261,Unknown,"DL-Histidine, 15N",HILIC_Pos,11.174,148.04256,4334.222613880509,NA
A_1C_T18,18,A,C,HPos_1263,Unknown,"DL-Alanine, 2H3",HILIC_Pos,11.224,148.06003,14419046.224843876,NA
A_1C_T18,18,A,C,HPos_1282,Unknown,Inj_vol,HILIC_Pos,11.288,148.19348,4372.16,NA
A_1C_T18,18,A,C,HPos_1283,Unknown,"DL-Alanine, 2H3",HILIC_Pos,11.24,148.5274,9612.767456043755,NA
A_1C_T18,18,A,C,HPos_1321,Unknown,"DL-Valine, 2H8",HILIC_Pos,11.19,151.04765,54802.94129166934,NA
A_1C_T18,18,A,C,HPos_1336,Unknown,"Glycine betaine, 13C5, 15N",HILIC_Pos,8.154,152.05659,21846.50077848288,NA
A_1C_T18,18,A,C,HPos_1338,Unknown,"Homarine, 2H3",HILIC_Pos,9.556,152.05672,85941.44429103004,NA
A_1C_T18,18,A,C,HPos_137,Unknown,"DL-Valine, 2H8",HILIC_Pos,11.246,82.06575,16849.962835675018,NA
A_1C_T18,18,A,C,HPos_1381,Unknown,Inj_vol,HILIC_Pos,9.838,154.07202,171361.92,NA
A_1C_T18,18,A,C,HPos_1393,Unknown,"Arsenobetaine, 13C2",HILIC_Pos,9.633,154.13374,8682.605948647075,NA
A_1C_T18,18,A,C,HPos_1396,Unknown,"Sulfoacetic acid, 13C2",HILIC_Pos,11.085,155.04285,41258.62993333037,NA
A_1C_T18,18,A,C,HPos_1400,Unknown,Inj_vol,HILIC_Pos,9.709,155.08157,101258.68,NA
A_1C_T18,18,A,C,HPos_1419,L-Histidine,"DL-Histidine, 15N",HILIC_Pos,11.085,156.07669,321915.3897411875,NA
A_1C_T18,18,A,C,HPos_1446,Unknown,"Homarine, 2H3",HILIC_Pos,9.022,157.09721,111291.77840456826,NA
A_1C_T18,18,A,C,HPos_145,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.206,84.04497,3152917.1211836813,NA
A_1C_T18,18,A,C,HPos_1479,Unknown,Inj_vol,HILIC_Pos,9.826,158.11728,7999.8,NA
A_1C_T18,18,A,C,HPos_1496,5-Hydroxyectoine,"L-Methionine, 2H3",HILIC_Pos,11.537,159.07632,78432.01763365114,NA
A_1C_T18,18,A,C,HPos_1519,Betonicine,"DL-Valine, 2H8",HILIC_Pos,9.271,160.09671,11459.438915106097,NA
A_1C_T18,18,A,C,HPos_1527,Unknown,Inj_vol,HILIC_Pos,10.604,160.13306,27234.88,NA
A_1C_T18,18,A,C,HPos_1537,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.299,161.09218,94462.9486230955,[M+NH4]+
A_1C_T18,18,A,C,HPos_1538,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.054,161.09219,150712.33143559107,NA
A_1C_T18,18,A,C,HPos_1544,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,11.367,162.07599,8314.755146416197,NA
A_1C_T18,18,A,C,HPos_1545,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.158,162.0761,15402.150660936362,NA
A_1C_T18,18,A,C,HPos_1551,Unknown,"Guanine, 13C, 15N2",HILIC_Pos,9.055,162.11227,22882.48200674939,NA
A_1C_T18,18,A,C,HPos_156,Unknown,"DL-Valine, 2H8",HILIC_Pos,9.445,84.08127,10602.547233307825,NA
A_1C_T18,18,A,C,HPos_159,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.959,85.02895,59948.59969129133,NA
A_1C_T18,18,A,C,HPos_1631,Unknown,Inj_vol,HILIC_Pos,9.895,166.05316,29535,NA
A_1C_T18,18,A,C,HPos_1635,Unknown,Inj_vol,HILIC_Pos,5.926,166.0862,63296.02,NA
A_1C_T18,18,A,C,HPos_1687,Unknown,"DL-Valine, 2H8",HILIC_Pos,11.252,169.05821,599837.9568463227,NA
A_1C_T18,18,A,C,HPos_1701,Unknown,Inj_vol,HILIC_Pos,11.49,170.01181,604.32,NA
A_1C_T18,18,A,C,HPos_1726,Unknown,"DL-Histidine, 15N",HILIC_Pos,11.235,171.07648,634115.1956484754,NA
A_1C_T18,18,A,C,HPos_1780,Unknown,"Sucrose, 13C",HILIC_Pos,11.03,174.08743,77204.17543647377,NA
A_1C_T18,18,A,C,HPos_1786,Unknown,"Sucrose, 13C",HILIC_Pos,10.282,174.14838,4912.7147183390525,NA
A_1C_T18,18,A,C,HPos_1812,Unknown,Inj_vol,HILIC_Pos,11.066,176.12794,7123.84,NA
A_1C_T18,18,A,C,HPos_1848,Arsenobetaine,"Arsenobetaine, 13C2",HILIC_Pos,8.045,179.00479,24835.867238939925,NA
A_1C_T18,18,A,C,HPos_186,Unknown,Inj_vol,HILIC_Pos,7.71,86.09691,30037.86,NA
A_1C_T18,18,A,C,HPos_187,Unknown,Inj_vol,HILIC_Pos,8.125,86.09692,24294.2,NA
A_1C_T18,18,A,C,HPos_1874,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.934,180.08662,25903.995041314098,NA
A_1C_T18,18,A,C,HPos_1925,Unknown,Inj_vol,HILIC_Pos,8.763,182.06731,190610.78,NA
A_1C_T18,18,A,C,HPos_1926,L-Tyrosine,"DL-Alanine, 2H3",HILIC_Pos,9.578,182.08119,61477.59557316626,NA
A_1C_T18,18,A,C,HPos_1945,Unknown,"Sulfoacetic acid, 13C2",HILIC_Pos,10.048,183.07396,22518.466907905986,NA
A_1C_T18,18,A,C,HPos_1966,Unknown,"DL-Proline, 2H7",HILIC_Pos,2.052,184.06044,435.72418170614844,NA
A_1C_T18,18,A,C,HPos_1980,Unknown,"DL-Valine, 2H8",HILIC_Pos,11.273,185.03232,32600.221595121366,NA
A_1C_T18,18,A,C,HPos_2034,Unknown,Inj_vol,HILIC_Pos,8.456,188.07051,9376.2,NA
A_1C_T18,18,A,C,HPos_2059,Unknown,"DL-Histidine, 15N",HILIC_Pos,11.811,189.12337,8062.105303521942,NA
A_1C_T18,18,A,C,HPos_208,Unknown,"DL-Alanine, 2H3",HILIC_Pos,10.955,88.03971,6643.037775459002,NA
A_1C_T18,18,A,C,HPos_2089,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.697,191.10246,23511.215765166857,NA
A_1C_T18,18,A,C,HPos_209,Unknown,Inj_vol,HILIC_Pos,11.45,88.03993,53143.24,NA
A_1C_T18,18,A,C,HPos_2134,Unknown,Inj_vol,HILIC_Pos,4.438,194.06726,59991.12,NA
A_1C_T18,18,A,C,HPos_2181,Unknown,Inj_vol,HILIC_Pos,6.269,196.08298,436802.24,NA
A_1C_T18,18,A,C,HPos_2225,Unknown,"Sucrose, 13C",HILIC_Pos,9.621,198.12364,26298.06182354597,NA
A_1C_T18,18,A,C,HPos_2276,Unknown,"Trehalose, 13C",HILIC_Pos,10.165,201.13461,7703.415332106373,NA
A_1C_T18,18,A,C,HPos_2304,Unknown,"DL-Proline, 2H7",HILIC_Pos,12.38,203.11417,1196.3509568909951,NA
A_1C_T18,18,A,C,HPos_2313,Unknown,"Adenine, 15N2",HILIC_Pos,10.836,204.04909,12721.854561378006,NA
A_1C_T18,18,A,C,HPos_2331,Unknown,Inj_vol,HILIC_Pos,8.457,205.09711,13413.46,[M+NH4]+
A_1C_T18,18,A,C,HPos_2422,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,2.759,210.12384,4951.65240059144,NA
A_1C_T18,18,A,C,HPos_2520,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,2.757,215.13928,2594.979334612278,NA
A_1C_T18,18,A,C,HPos_2531,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.872,216.06311,134.91996500430966,NA
A_1C_T18,18,A,C,HPos_2568,Unknown,"Adenine, 15N2",HILIC_Pos,2.373,217.15454,1922.5230718002767,NA
A_1C_T18,18,A,C,HPos_257,Sarcosine,"DL-Proline, 2H7",HILIC_Pos,10.886,90.05531,195657.06126286887,NA
A_1C_T18,18,A,C,HPos_2590,Unknown,"Cytosine, 13C2, 15N3",HILIC_Pos,12.556,218.14969,115.70694673521204,NA
A_1C_T18,18,A,C,HPos_2607,Unknown,"DL-Histidine, 15N",HILIC_Pos,11.16,219.09772,47515.898796135305,NA
A_1C_T18,18,A,C,HPos_261,L-Alanine,"DL-Alanine, 2H3",HILIC_Pos,11.144,90.05537,183717.44954513488,NA
A_1C_T18,18,A,C,HPos_2613,Unknown,"Cytosine, 13C2, 15N3",HILIC_Pos,3.608,219.1338,278.6430580969099,NA
A_1C_T18,18,A,C,HPos_2625,Unknown,Inj_vol,HILIC_Pos,2.709,220.08276,10166.46,NA
A_1C_T18,18,A,C,HPos_2655,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,2.788,221.09578,503.81885766779754,NA
A_1C_T18,18,A,C,HPos_2669,Unknown,"Sucrose, 13C",HILIC_Pos,4.461,222.09846,67030.76106872212,NA
A_1C_T18,18,A,C,HPos_2684,Unknown,"Thymine, 2H4",HILIC_Pos,2.71,223.08243,51419.13270659702,NA
A_1C_T18,18,A,C,HPos_2717,Unknown,"Sulfoacetic acid, 13C2",HILIC_Pos,11.245,225.05391,15225.889956403824,NA
A_1C_T18,18,A,C,HPos_2809,Unknown,"Cytosine, 13C2, 15N3",HILIC_Pos,7.411,228.09798,4148.9559276457885,NA
A_1C_T18,18,A,C,HPos_2828,Unknown,"Thymine, 2H4",HILIC_Pos,2.668,229.15459,5678.801437861364,NA
A_1C_T18,18,A,C,HPos_2837,Ergothioneine,"Cytosine, 13C2, 15N3",HILIC_Pos,11.283,230.09534,562.0180458558245,NA
A_1C_T18,18,A,C,HPos_2888,Unknown,"Thymine, 2H4",HILIC_Pos,2.681,233.14935,1797.646627361434,NA
A_1C_T18,18,A,C,HPos_2921,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,12.09,235.09239,9257.822514082032,NA
A_1C_T18,18,A,C,HPos_2947,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.742,236.14882,6434.924179526074,NA
A_1C_T18,18,A,C,HPos_2981,Unknown,"DL-Valine, 2H8",HILIC_Pos,9.169,238.09302,17995.401616538322,NA
A_1C_T18,18,A,C,HPos_3007,Unknown,Inj_vol,HILIC_Pos,10.195,240.10864,54755.6,NA
A_1C_T18,18,A,C,HPos_3067,Cytidine,"Guanine, 13C, 15N2",HILIC_Pos,8.723,244.09288,27168.13946407591,NA
A_1C_T18,18,A,C,HPos_3081,Unknown,"Thymine, 2H4",HILIC_Pos,2.702,245.06448,7173.079448899974,[M+Na]+
A_1C_T18,18,A,C,HPos_3094,Unknown,Inj_vol,HILIC_Pos,2.061,245.18599,34601.82,NA
A_1C_T18,18,A,C,HPos_3104,Unknown,Inj_vol,HILIC_Pos,4.086,246.14471,173.78,NA
A_1C_T18,18,A,C,HPos_3115,Unknown,"DL-Alanine, 2H3",HILIC_Pos,9.845,247.05751,17323.810684303113,NA
A_1C_T18,18,A,C,HPos_3118,Unknown,Inj_vol,HILIC_Pos,9.824,247.1288,10368.18,NA
A_1C_T18,18,A,C,HPos_3119,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,12.118,247.12897,6796.986162612941,NA
A_1C_T18,18,A,C,HPos_3134,Unknown,"DL-Proline, 2H7",HILIC_Pos,13.554,248.07616,722.6225132534435,NA
A_1C_T18,18,A,C,HPos_316,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.934,97.02884,82321.8344041519,NA
A_1C_T18,18,A,C,HPos_317,Unknown,"Glycine betaine, 13C5, 15N",HILIC_Pos,10.641,97.02886,21037.509509061998,NA
A_1C_T18,18,A,C,HPos_3184,Unknown,Inj_vol,HILIC_Pos,10.662,251.1239,21533.92,NA
A_1C_T18,18,A,C,HPos_3196,Deoxyadenosine,Inj_vol,HILIC_Pos,4.494,252.10895,51666.88,NA
A_1C_T18,18,A,C,HPos_3236,2-O-alpha-D-Glucosylglycerol,"DL-Proline, 2H7",HILIC_Pos,10.511,255.10753,11964.43791729301,NA
A_1C_T18,18,A,C,HPos_3246,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.307,256.08167,21373.616250812458,NA
A_1C_T18,18,A,C,HPos_3291,Unknown,"DL-Proline, 2H7",HILIC_Pos,12.027,259.08127,9107.291043704037,NA
A_1C_T18,18,A,C,HPos_331,Unknown,Inj_vol,HILIC_Pos,10.147,97.07645,759942.24,NA
A_1C_T18,18,A,C,HPos_3316,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,2.882,260.16077,556.3598941906492,NA
A_1C_T18,18,A,C,HPos_3333,Unknown,"Homarine, 2H3",HILIC_Pos,9.206,261.14444,20315.488582441456,NA
A_1C_T18,18,A,C,HPos_3345,Unknown,"DL-Valine, 2H8",HILIC_Pos,9.665,262.09134,381.74952394431295,NA
A_1C_T18,18,A,C,HPos_3395,Unknown,Inj_vol,HILIC_Pos,2.201,265.15472,555.96,NA
A_1C_T18,18,A,C,HPos_34,Unknown,"L-Methionine, 2H3",HILIC_Pos,10.155,68.05009,28391.545436341294,NA
A_1C_T18,18,A,C,HPos_3429,Adenosine,Inj_vol,HILIC_Pos,5.488,268.10349,2030480.8,NA
A_1C_T18,18,A,C,HPos_3430,Unknown,"Cytosine, 13C2, 15N3",HILIC_Pos,8.097,268.10397,284.749500660735,NA
A_1C_T18,18,A,C,HPos_3451,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.511,269.08691,18136.465439092077,NA
A_1C_T18,18,A,C,HPos_3452,Unknown,"Cytosine, 13C2, 15N3",HILIC_Pos,7.986,269.08798,8518.509909534563,NA
A_1C_T18,18,A,C,HPos_3453,Unknown,Inj_vol,HILIC_Pos,5.833,269.10764,225662.56,NA
A_1C_T18,18,A,C,HPos_3464,Unknown,Inj_vol,HILIC_Pos,1.873,269.21112,296.92,NA
A_1C_T18,18,A,C,HPos_3468,Unknown,Inj_vol,HILIC_Pos,5.578,270.10974,7027.76,NA
A_1C_T18,18,A,C,HPos_3495,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.679,272.13406,28788.953685212164,[M+NH4]+
A_1C_T18,18,A,C,HPos_353,Unknown,"DL-Valine, 2H8",HILIC_Pos,9.803,98.98444,6263.794713315367,NA
A_1C_T18,18,A,C,HPos_3535,Unknown,"Thymine, 2H4",HILIC_Pos,2.716,274.17621,228.786298688641,[M+ACN+H]+
A_1C_T18,18,A,C,HPos_3536,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.62,274.18719,285.2157001030038,NA
A_1C_T18,18,A,C,HPos_3537,Unknown,"L-Isoleucine, 15N",HILIC_Pos,11.268,274.18726,302.7736351324924,NA
A_1C_T18,18,A,C,HPos_3551,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,12.082,275.13501,14978.670244701023,NA
A_1C_T18,18,A,C,HPos_3563,Unknown,"DL-Alanine, 2H3",HILIC_Pos,11.35,276.11871,21312.97949191479,NA
A_1C_T18,18,A,C,HPos_3571,Unknown,"Trehalose, 13C",HILIC_Pos,1.974,276.1806,2268.562300687871,NA
A_1C_T18,18,A,C,HPos_3580,Unknown,"DL-Histidine, 15N",HILIC_Pos,9.992,277.08932,20680.573065590335,NA
A_1C_T18,18,A,C,HPos_3581,Unknown,"Trehalose, 13C",HILIC_Pos,10.619,277.08936,453066.7809659033,NA
A_1C_T18,18,A,C,HPos_3620,Unknown,Inj_vol,HILIC_Pos,2.086,279.17032,299.64,NA
A_1C_T18,18,A,C,HPos_3621,Unknown,Inj_vol,HILIC_Pos,1.808,279.19537,68.74,NA
A_1C_T18,18,A,C,HPos_3641,Unknown,"Thymine, 2H4",HILIC_Pos,2.648,281.14999,379.36941647457314,NA
A_1C_T18,18,A,C,HPos_3670,Guanosine,"DL-Proline, 2H7",HILIC_Pos,9.561,284.09906,36492.698017281626,NA
A_1C_T18,18,A,C,HPos_3675,Unknown,"DL-Valine, 2H8",HILIC_Pos,9.36,284.13522,6140.13770924084,NA
A_1C_T18,18,A,C,HPos_37,Unknown,"L-Methionine, 2H3",HILIC_Pos,10.006,68.05027,28391.545436341294,NA
A_1C_T18,18,A,C,HPos_3701,Unknown,"DL-Histidine, 15N",HILIC_Pos,10.461,286.11331,688090.6286491998,NA
A_1C_T18,18,A,C,HPos_3732,Unknown,"DL-Histidine, 15N",HILIC_Pos,10.427,288.20331,259.9704757034883,NA
A_1C_T18,18,A,C,HPos_3746,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.921,289.09177,21364.061998703488,NA
A_1C_T18,18,A,C,HPos_3766,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,2.771,290.17105,272.5225977935603,NA
A_1C_T18,18,A,C,HPos_38,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.945,69.03416,15256.477327161636,NA
A_1C_T18,18,A,C,HPos_3810,Unknown,"Cytosine, 13C2, 15N3",HILIC_Pos,10.615,293.06332,67110.66003037793,NA
A_1C_T18,18,A,C,HPos_3844,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.243,295.11356,26166.64027135403,NA
A_1C_T18,18,A,C,HPos_3849,Unknown,Inj_vol,HILIC_Pos,2.467,295.16544,106.44,NA
A_1C_T18,18,A,C,HPos_3851,Unknown,"DL-Histidine, 15N",HILIC_Pos,11.616,296.02982,10087.02021955403,[M+NH4]+
A_1C_T18,18,A,C,HPos_3881,Unknown,"DL-Proline, 2H7",HILIC_Pos,1.8,297.20587,51.349269937850075,NA
A_1C_T18,18,A,C,HPos_3893,Unknown,Inj_vol,HILIC_Pos,4.053,299.08084,78.88,NA
A_1C_T18,18,A,C,HPos_3926,Unknown,Inj_vol,HILIC_Pos,2.873,302.11105,4459.96,NA
A_1C_T18,18,A,C,HPos_3965,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,2.116,305.24341,7651.645749911956,NA
A_1C_T18,18,A,C,HPos_3967,Unknown,"DL-Valine, 2H8",HILIC_Pos,9.615,306.08105,11953.940125383959,NA
A_1C_T18,18,A,C,HPos_3982,Unknown,"Sulfoacetic acid, 13C2",HILIC_Pos,10.568,307.04227,75443.26890859212,NA
A_1C_T18,18,A,C,HPos_3985,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.846,307.10248,7182.167265521845,NA
