Time,Gene_Name,KEGG_ID,Pathway_ID,Pathway_info,Pathway_details,FC,p_adj
36,glyS,K01879,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970],0.58934474,0.005951145
0,glyS,K01879,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007],0.055408729,0.999823315
12,glyS,K01879,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007],0.147341199,0.715641562
24,glyS,K01879,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007],0.447136178,0.267869848
36,glyS,K01879,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007],0.58934474,0.005951145
0,glyS,K01879,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],0.055408729,0.999823315
12,glyS,K01879,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],0.147341199,0.715641562
24,glyS,K01879,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],0.447136178,0.267869848
36,glyS,K01879,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],0.58934474,0.005951145
0,gmd,K01711,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],0.029651709,0.999823315
12,gmd,K01711,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],0.04423101,0.917156083
24,gmd,K01711,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],0.328657964,0.424095851
36,gmd,K01711,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],0.743751767,0.004062513
0,gmd,K01711,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],0.029651709,0.999823315
12,gmd,K01711,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],0.04423101,0.917156083
24,gmd,K01711,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],0.328657964,0.424095851
36,gmd,K01711,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],0.743751767,0.004062513
0,gmd,K01711,9107,Glycan biosynthesis and metabolism,00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],0.029651709,0.999823315
12,gmd,K01711,9107,Glycan biosynthesis and metabolism,00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],0.04423101,0.917156083
24,gmd,K01711,9107,Glycan biosynthesis and metabolism,00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],0.328657964,0.424095851
36,gmd,K01711,9107,Glycan biosynthesis and metabolism,00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],0.743751767,0.004062513
0,gmhA,K03271,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],-0.064660986,0.999823315
12,gmhA,K03271,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],0.089096103,0.837132978
24,gmhA,K03271,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],0.718163059,0.047364985
36,gmhA,K03271,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],1.035022742,5e-5
0,gmhA,K03271,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],-0.064660986,0.999823315
12,gmhA,K03271,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],0.089096103,0.837132978
24,gmhA,K03271,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],0.718163059,0.047364985
36,gmhA,K03271,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],1.035022742,5e-5
0,gmhB,K03271,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],0.190198413,0.999823315
12,gmhB,K03271,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],-0.259785209,0.512313691
24,gmhB,K03271,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],-0.020176433,0.971287012
36,gmhB,K03271,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],0.105567034,0.772002166
0,gmhB,K03271,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],0.190198413,0.999823315
12,gmhB,K03271,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],-0.259785209,0.512313691
24,gmhB,K03271,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],-0.020176433,0.971287012
36,gmhB,K03271,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],0.105567034,0.772002166
0,gmk,K00942,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],-0.338348532,0.999823315
12,gmk,K00942,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],0.060833642,0.902927694
24,gmk,K00942,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],0.547123474,0.253314978
36,gmk,K00942,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],-0.315794089,0.437211888
0,gnd,K00033,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],0.112532314,0.999823315
12,gnd,K00033,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],-0.09882459,0.872502109
24,gnd,K00033,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],0.723391347,0.051210077
36,gnd,K00033,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],-0.323659259,0.211698958
0,gnd,K00033,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],0.112532314,0.999823315
12,gnd,K00033,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.09882459,0.872502109
24,gnd,K00033,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],0.723391347,0.051210077
36,gnd,K00033,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.323659259,0.211698958
0,gorA,K00383,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.103685453,0.999823315
12,gorA,K00383,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.14063443,0.729094816
24,gorA,K00383,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.781873918,0.02572421
36,gorA,K00383,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],0.092595101,0.747045651
0,gpgP,K07026,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],0.079650552,0.999823315
12,gpgP,K07026,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],0.203589572,0.595011515
24,gpgP,K07026,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],0.432985192,0.279379688
36,gpgP,K07026,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],0.64166666000000006,0.007198649
0,gpgS,K13693,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003],-0.086549871,0.999823315
12,gpgS,K13693,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003],-0.373176379,0.246318388
24,gpgS,K13693,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003],-0.676393712,0.033081774
36,gpgS,K13693,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003],-0.45030688,0.022255725
0,gpmI,K15633,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],0.101107369,0.999823315
12,gpmI,K15633,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],-0.362348133,0.237350127
24,gpmI,K15633,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],-0.432214012,0.201059264
36,gpmI,K15633,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],-1.143137717,1.94e-8
0,gpmI,K15633,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680],0.101107369,0.999823315
12,gpmI,K15633,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680],-0.362348133,0.237350127
24,gpmI,K15633,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680],-0.432214012,0.201059264
36,gpmI,K15633,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680],-1.143137717,1.94e-8
0,gpmI,K15633,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",0.101107369,0.999823315
12,gpmI,K15633,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",-0.362348133,0.237350127
24,gpmI,K15633,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",-0.432214012,0.201059264
36,gpmI,K15633,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",-1.143137717,1.94e-8
0,groEL,K04077,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-0.485587174,0.999823315
12,groEL,K04077,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-0.380564775,0.377911997
24,groEL,K04077,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-2.292551965,3.58e-15
36,groEL,K04077,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-1.048955813,2.03e-9
0,groEL,K04077,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-0.485587174,0.999823315
12,groEL,K04077,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-0.380564775,0.377911997
24,groEL,K04077,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-2.292551965,3.58e-15
36,groEL,K04077,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-1.048955813,2.03e-9
0,groEL,K04077,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-0.485587174,0.999823315
12,groEL,K04077,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-0.380564775,0.377911997
24,groEL,K04077,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-2.292551965,3.58e-15
36,groEL,K04077,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-1.048955813,2.03e-9
0,groEL,K04077,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.485587174,0.999823315
12,groEL,K04077,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.380564775,0.377911997
24,groEL,K04077,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-2.292551965,3.58e-15
36,groEL,K04077,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-1.048955813,2.03e-9
0,groEL,K04077,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-0.485587174,0.999823315
12,groEL,K04077,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-0.380564775,0.377911997
24,groEL,K04077,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-2.292551965,3.58e-15
36,groEL,K04077,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-1.048955813,2.03e-9
0,groL2,K04077,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-0.349711368,0.999823315
12,groL2,K04077,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-0.218238649,0.698150196
24,groL2,K04077,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-1.816499721,6.34e-8
36,groL2,K04077,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-0.651035844,9.08574e-4
0,groL2,K04077,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-0.349711368,0.999823315
12,groL2,K04077,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-0.218238649,0.698150196
24,groL2,K04077,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-1.816499721,6.34e-8
36,groL2,K04077,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-0.651035844,9.08574e-4
0,groL2,K04077,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-0.349711368,0.999823315
12,groL2,K04077,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-0.218238649,0.698150196
24,groL2,K04077,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-1.816499721,6.34e-8
36,groL2,K04077,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-0.651035844,9.08574e-4
0,groL2,K04077,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.349711368,0.999823315
12,groL2,K04077,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.218238649,0.698150196
24,groL2,K04077,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-1.816499721,6.34e-8
36,groL2,K04077,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.651035844,9.08574e-4
0,groL2,K04077,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-0.349711368,0.999823315
12,groL2,K04077,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-0.218238649,0.698150196
24,groL2,K04077,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-1.816499721,6.34e-8
36,groL2,K04077,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-0.651035844,9.08574e-4
0,groS,K04078,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-0.621103032,0.999823315
12,groS,K04078,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-0.491252506,0.212268903
24,groS,K04078,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-2.139273602,3.8e-11
36,groS,K04078,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-1.149333346,1.36e-9
0,groS,K04078,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.621103032,0.999823315
12,groS,K04078,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.491252506,0.212268903
24,groS,K04078,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-2.139273602,3.8e-11
36,groS,K04078,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-1.149333346,1.36e-9
0,grpE,K03687,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-0.300355634,0.999823315
12,grpE,K03687,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],0.073412877,0.826253436
24,grpE,K03687,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],0.14534978,0.772450946
36,grpE,K03687,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-0.013602969,0.958546376
0,grpE,K03687,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.300355634,0.999823315
12,grpE,K03687,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],0.073412877,0.826253436
24,grpE,K03687,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],0.14534978,0.772450946
36,grpE,K03687,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.013602969,0.958546376
0,grxC,K03676,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.259474308,0.999823315
12,grxC,K03676,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.246124603,0.618782281
24,grxC,K03676,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.869514057,0.144492814
36,grxC,K03676,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.572747313,0.227797424
0,grxD,K07390,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.228306951,0.999823315
12,grxD,K07390,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.631085183,0.121365614
24,grxD,K07390,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-2.455348916,2.72e-15
36,grxD,K07390,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.835717445,3.9e-5
0,grxD,K07390,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-0.228306951,0.999823315
12,grxD,K07390,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-0.631085183,0.121365614
24,grxD,K07390,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-2.455348916,2.72e-15
36,grxD,K07390,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029],-0.835717445,3.9e-5
0,gshB,K01920,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],-0.047047542,0.999823315
12,gshB,K01920,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],-0.243971208,0.626271957
24,gshB,K01920,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],-1.469037783,6.20734e-4
36,gshB,K01920,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],-0.504270126,0.08083034
0,gshB,K01920,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.047047542,0.999823315
12,gshB,K01920,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.243971208,0.626271957
24,gshB,K01920,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-1.469037783,6.20734e-4
36,gshB,K01920,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.504270126,0.08083034
0,gst1,K00799,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.225444619,0.999823315
12,gst1,K00799,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.19127524,0.603156377
24,gst1,K00799,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],0.104989508,0.837250015
36,gst1,K00799,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],0.093202643,0.783347415
0,gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982],-0.225444619,0.999823315
12,gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982],-0.19127524,0.603156377
24,gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982],0.104989508,0.837250015
36,gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982],0.093202643,0.783347415
0,gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],-0.225444619,0.999823315
12,gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],-0.19127524,0.603156377
24,gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],0.104989508,0.837250015
36,gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],0.093202643,0.783347415
0,gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],-0.225444619,0.999823315
12,gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],-0.19127524,0.603156377
24,gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],0.104989508,0.837250015
36,gst1,K00799,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],0.093202643,0.783347415
0,gst1,K00799,9131,Membrane transport,02000 Transporters [BR:ko02000],-0.225444619,0.999823315
12,gst1,K00799,9131,Membrane transport,02000 Transporters [BR:ko02000],-0.19127524,0.603156377
24,gst1,K00799,9131,Membrane transport,02000 Transporters [BR:ko02000],0.104989508,0.837250015
36,gst1,K00799,9131,Membrane transport,02000 Transporters [BR:ko02000],0.093202643,0.783347415
0,GSTO1,K00799,9131,Membrane transport,02000 Transporters [BR:ko02000],-0.074621109,0.999823315
12,GSTO1,K00799,9131,Membrane transport,02000 Transporters [BR:ko02000],0.09016526,0.891627567
24,GSTO1,K00799,9131,Membrane transport,02000 Transporters [BR:ko02000],1.271426346,0.030921321
36,GSTO1,K00799,9131,Membrane transport,02000 Transporters [BR:ko02000],1.11593172,0.036047392
0,GSTO1,K00799,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.074621109,0.999823315
12,GSTO1,K00799,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],0.09016526,0.891627567
24,GSTO1,K00799,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],1.271426346,0.030921321
36,GSTO1,K00799,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],1.11593172,0.036047392
0,GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982],-0.074621109,0.999823315
12,GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982],0.09016526,0.891627567
24,GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982],1.271426346,0.030921321
36,GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982],1.11593172,0.036047392
0,GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],-0.074621109,0.999823315
12,GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],0.09016526,0.891627567
24,GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],1.271426346,0.030921321
36,GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],1.11593172,0.036047392
0,GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],-0.074621109,0.999823315
12,GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],0.09016526,0.891627567
24,GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],1.271426346,0.030921321
36,GSTO1,K00799,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],1.11593172,0.036047392
0,guaA,K01951,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],0.046687313,0.999823315
12,guaA,K01951,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],-0.396681924,0.264776889
24,guaA,K01951,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],-0.264056973,0.576193343
36,guaA,K01951,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],-0.722119688,8.53909e-4
0,guaA,K01951,9112,Enzyme families,01002 Peptidases [BR:ko01002],0.046687313,0.999823315
12,guaA,K01951,9112,Enzyme families,01002 Peptidases [BR:ko01002],-0.396681924,0.264776889
24,guaA,K01951,9112,Enzyme families,01002 Peptidases [BR:ko01002],-0.264056973,0.576193343
36,guaA,K01951,9112,Enzyme families,01002 Peptidases [BR:ko01002],-0.722119688,8.53909e-4
0,guaA,K01951,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],0.046687313,0.999823315
12,guaA,K01951,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],-0.396681924,0.264776889
24,guaA,K01951,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],-0.264056973,0.576193343
36,guaA,K01951,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],-0.722119688,8.53909e-4
0,guaB,K00088,9141,Transport and catabolism,04147 Exosome [BR:ko04147],0.022747697,0.999823315
12,guaB,K00088,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-0.207801745,0.690546976
24,guaB,K00088,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-0.349679635,0.467060391
36,guaB,K00088,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-0.136867526,0.526154664
0,guaB,K00088,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],0.022747697,0.999823315
12,guaB,K00088,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],-0.207801745,0.690546976
24,guaB,K00088,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],-0.349679635,0.467060391
36,guaB,K00088,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],-0.136867526,0.526154664
0,guaB,K00088,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],0.022747697,0.999823315
12,guaB,K00088,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],-0.207801745,0.690546976
24,guaB,K00088,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],-0.349679635,0.467060391
36,guaB,K00088,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],-0.136867526,0.526154664
0,gyrA,K02469,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400],0.093570795,0.999823315
12,gyrA,K02469,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400],-0.368056997,0.393641251
24,gyrA,K02469,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400],-0.121871457,0.806944578
36,gyrA,K02469,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400],-0.06495373,0.810293361
0,gyrA,K02469,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],0.093570795,0.999823315
12,gyrA,K02469,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],-0.368056997,0.393641251
24,gyrA,K02469,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],-0.121871457,0.806944578
36,gyrA,K02469,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],-0.06495373,0.810293361
0,gyrB,K02470,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],0.04154587,0.999823315
12,gyrB,K02470,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],0.008214546,0.990843193
24,gyrB,K02470,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],-1.144674166,0.001731416
36,gyrB,K02470,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],-0.809746203,1.05854e-4
0,gyrB,K02470,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400],0.04154587,0.999823315
