Peptide,Protein,Replicate,Precursor Mz,Precursor Charge,Product Mz,Product Charge,Fragment Ion,Retention Time,Area,Background,Peak Rank
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T30,659.775,1,348.071,1,Ion [348.071549/348.071549],3.6,107779,11,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T36,659.775,1,348.071,1,Ion [348.071549/348.071549],3.63,136186,5692,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T42,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,42253,448,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T48,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,221840,20609,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T6,659.775,1,348.071,1,Ion [348.071549/348.071549],3.6,39567,175,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_3LV_T0,659.775,1,348.071,1,Ion [348.071549/348.071549],3.6,51926,0,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_3LV_T12,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,109410,257,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_3LV_T24,659.775,1,348.071,1,Ion [348.071549/348.071549],3.6,110171,0,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_3LV_T36,659.775,1,348.071,1,Ion [348.071549/348.071549],3.63,50240,1361,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_3LV_T48,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,10426,387,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_4LGV_T0,659.775,1,348.071,1,Ion [348.071549/348.071549],3.6,32101,0,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_4LGV_T12,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,49851,0,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_4LGV_T24,659.775,1,348.071,1,Ion [348.071549/348.071549],3.63,10218,225,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_4LGV_T36,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,36314,633,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_4LGV_T48,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,8868,6443,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_6HV_T0,659.775,1,348.071,1,Ion [348.071549/348.071549],3.63,28834,388,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_6HV_T12,659.775,1,348.071,1,Ion [348.071549/348.071549],3.6,37773,2368,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_6HV_T24,659.775,1,348.071,1,Ion [348.071549/348.071549],3.62,21277,49,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_6HV_T36,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,4665,38,2
OH-Pseudocob,Pseudocobs,230511_Smp_C_6HV_T48,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,6712,71,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_2LG_T0,659.775,1,348.071,1,Ion [348.071549/348.071549],3.63,16628,0,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_2LG_T24,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,19499,0,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_2LG_T36,659.775,1,348.071,1,Ion [348.071549/348.071549],3.59,6276,0,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_2LG_T48,659.775,1,348.071,1,Ion [348.071549/348.071549],3.63,1571,103,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_3LG_T0,659.775,1,348.071,1,Ion [348.071549/348.071549],3.62,101010,132,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_3LG_T24,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,37440,37,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_3LG_T36,659.775,1,348.071,1,Ion [348.071549/348.071549],3.62,5223,35,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_3LG_T48,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,4824,0,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_4LG_T0,659.775,1,348.071,1,Ion [348.071549/348.071549],3.62,56349,171,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_4LG_T24,659.775,1,348.071,1,Ion [348.071549/348.071549],3.59,11647,1625,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_4LG_T36,659.775,1,348.071,1,Ion [348.071549/348.071549],3.62,5329,180,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_4LG_T48,659.775,1,348.071,1,Ion [348.071549/348.071549],3.59,3458,0,2
OH-Pseudocob,Pseudocobs,230511_Smp_E_8G_T48,659.775,1,348.071,1,Ion [348.071549/348.071549],3.76,731,155,2
OH-Pseudocob,Pseudocobs,230511_Std_10nM_B12s_1,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,94247,181,2
OH-Pseudocob,Pseudocobs,230511_Std_10nM_B12s_2,659.775,1,348.071,1,Ion [348.071549/348.071549],3.59,71984,0,2
OH-Pseudocob,Pseudocobs,230511_Std_1nM_B12s_1,659.775,1,348.071,1,Ion [348.071549/348.071549],3.6,85600,3388,2
OH-Pseudocob,Pseudocobs,230511_Std_1nM_B12s_2,659.775,1,348.071,1,Ion [348.071549/348.071549],3.61,60589,2,2
OH-Pseudocob,Pseudocobs,230511_Std_20nM_B12s_1,659.775,1,348.071,1,Ion [348.071549/348.071549],3.59,112516,321,2
OH-Pseudocob,Pseudocobs,230511_Std_20nM_B12s_2,659.775,1,348.071,1,Ion [348.071549/348.071549],3.6,56263,5684,2
OH-Pseudocob,Pseudocobs,230511_Std_5nM_B12s_1,659.775,1,348.071,1,Ion [348.071549/348.071549],3.59,115876,174,2
OH-Pseudocob,Pseudocobs,230511_Std_5nM_B12s_2,659.775,1,348.071,1,Ion [348.071549/348.071549],3.6,63819,0,2
OH-Pseudocob,Pseudocobs,230511_Std_OnM_B12s_1,659.775,1,348.071,1,Ion [348.071549/348.071549],3.58,99157,33,2
OH-Pseudocob,Pseudocobs,230511_Std_OnM_B12s_2,659.775,1,348.071,1,Ion [348.071549/348.071549],3.6,67727,156,2
OH-Pseudocob,Pseudocobs,230511_Blk_DOM_blk_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,0,0,0
OH-Pseudocob,Pseudocobs,230511_Blk_DOM_blk_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.67,35,0,2
OH-Pseudocob,Pseudocobs,230511_Blk_Filter_blk_1,659.775,1,136.1,1,Ion [136.100549/136.100549],3.63,68,0,1
OH-Pseudocob,Pseudocobs,230511_Blk_Filter_blk_2,659.775,1,136.1,1,Ion [136.100549/136.100549],3.67,41,0,2
OH-Pseudocob,Pseudocobs,230511_Blk_Media_blk,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,1129,0,1
OH-Pseudocob,Pseudocobs,230511_Poo_TruePooMortality_Full1,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,180992,6479,1
OH-Pseudocob,Pseudocobs,230511_Poo_TruePooMortality_Full2,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,161360,395,1
OH-Pseudocob,Pseudocobs,230511_Poo_TruePooMortality_Full3,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,134239,20162,1
OH-Pseudocob,Pseudocobs,230511_Poo_TruePooMortality_Full4,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,2642,0,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_1C_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.63,245924,0,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_1C_T12,659.775,1,136.1,1,Ion [136.100549/136.100549],3.63,157548,531,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_1C_T18,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,188098,469,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_1C_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,430777,13190,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_1C_T30,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,224985,0,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_1C_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,916238,30990,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_1C_T42,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,268452,293,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_1C_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.63,445621,4128,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_1C_T6,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,166919,291,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_3LV_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,254219,6,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_3LV_T12,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,121391,508,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_3LV_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,503585,26097,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_3LV_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,944219,78948,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_3LV_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.62,288595,2777,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_4LGV_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,247801,4117,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_4LGV_T12,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,265248,3269,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_4LGV_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.62,74121,201,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_4LGV_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,67793,19447,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_4LGV_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.63,37326,7475,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_6HV_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,317434,1043,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_6HV_T12,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,130450,7123,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_6HV_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,136578,23952,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_6HV_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,83861,1507,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_6HV_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.63,40256,93,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_8G_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,16357,199,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_8G_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,10277,2,1
OH-Pseudocob,Pseudocobs,230511_Smp_A_9V_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.65,176,0,2
OH-Pseudocob,Pseudocobs,230511_Smp_B_1C_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,130030,462,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_1C_T12,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,225402,7996,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_1C_T18,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,157359,6836,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_1C_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.62,670136,11005,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_1C_T30,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,290599,6678,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_1C_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.62,2155953,158480,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_1C_T42,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,356492,434,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_1C_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,885607,46784,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_1C_T6,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,160754,244,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_3LV_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.62,239097,27,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_3LV_T12,659.775,1,136.1,1,Ion [136.100549/136.100549],3.62,417776,10088,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_3LV_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,502976,14628,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_3LV_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,565552,26431,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_3LV_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,66331,146,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_4LGV_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,288179,5,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_4LGV_T12,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,137617,779,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_4LGV_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.75,39,0,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_4LGV_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,67602,0,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_4LGV_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.59,35619,1865,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_6HV_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,388523,1342,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_6HV_T12,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,186209,7238,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_6HV_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,98834,11982,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_6HV_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,17882,223,1
OH-Pseudocob,Pseudocobs,230511_Smp_B_6HV_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,49231,60,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,242168,562,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T12,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,258792,3941,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T18,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,235757,165,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,552484,28809,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T30,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,390980,15381,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.62,463911,33683,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T42,659.775,1,136.1,1,Ion [136.100549/136.100549],3.62,166065,158,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,765132,54790,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_1C_T6,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,171541,0,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_3LV_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,165099,286,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_3LV_T12,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,348308,510,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_3LV_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,381490,9366,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_3LV_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,166287,6468,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_3LV_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,40923,16929,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_4LGV_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,127385,313,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_4LGV_T12,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,179857,277,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_4LGV_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.64,34330,9124,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_4LGV_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,90035,19376,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_4LGV_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.63,47029,8329,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_6HV_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,100818,2313,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_6HV_T12,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,160471,148,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_6HV_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.62,71951,593,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_6HV_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.63,18775,35,1
OH-Pseudocob,Pseudocobs,230511_Smp_C_6HV_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.62,30082,0,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_2LG_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,56198,197,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_2LG_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,96315,696,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_2LG_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,38047,473,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_2LG_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.66,16964,4574,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_3LG_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,339851,7071,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_3LG_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,136709,0,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_3LG_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.62,28635,2002,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_3LG_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.59,9012,14249,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_4LG_T0,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,189114,13275,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_4LG_T24,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,45610,380,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_4LG_T36,659.775,1,136.1,1,Ion [136.100549/136.100549],3.59,35462,118,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_4LG_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,14057,2220,1
OH-Pseudocob,Pseudocobs,230511_Smp_E_8G_T48,659.775,1,136.1,1,Ion [136.100549/136.100549],3.74,7299,1166,1
OH-Pseudocob,Pseudocobs,230511_Std_10nM_B12s_1,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,337286,6193,1
OH-Pseudocob,Pseudocobs,230511_Std_10nM_B12s_2,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,254840,1583,1
OH-Pseudocob,Pseudocobs,230511_Std_1nM_B12s_1,659.775,1,136.1,1,Ion [136.100549/136.100549],3.59,346410,10994,1
OH-Pseudocob,Pseudocobs,230511_Std_1nM_B12s_2,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,207193,6637,1
OH-Pseudocob,Pseudocobs,230511_Std_20nM_B12s_1,659.775,1,136.1,1,Ion [136.100549/136.100549],3.59,348437,17149,1
OH-Pseudocob,Pseudocobs,230511_Std_20nM_B12s_2,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,239052,14764,1
OH-Pseudocob,Pseudocobs,230511_Std_5nM_B12s_1,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,314604,9197,1
OH-Pseudocob,Pseudocobs,230511_Std_5nM_B12s_2,659.775,1,136.1,1,Ion [136.100549/136.100549],3.61,249454,1749,1
OH-Pseudocob,Pseudocobs,230511_Std_OnM_B12s_1,659.775,1,136.1,1,Ion [136.100549/136.100549],3.58,360597,884,1
OH-Pseudocob,Pseudocobs,230511_Std_OnM_B12s_2,659.775,1,136.1,1,Ion [136.100549/136.100549],3.6,194976,14229,1
Me-Pseudocob,Pseudocobs,230511_Blk_DOM_blk_T0,668.3,1,660.279,1,Ion [660.279549/660.279549],4.62,22,0,2
Me-Pseudocob,Pseudocobs,230511_Blk_DOM_blk_T48,668.3,1,660.279,1,Ion [660.279549/660.279549],4.6,11,0,1
Me-Pseudocob,Pseudocobs,230511_Blk_Filter_blk_1,668.3,1,660.279,1,Ion [660.279549/660.279549],4.56,5,0,2
Me-Pseudocob,Pseudocobs,230511_Blk_Filter_blk_2,668.3,1,660.279,1,Ion [660.279549/660.279549],5.88,87,0,2
Me-Pseudocob,Pseudocobs,230511_Blk_Media_blk,668.3,1,660.279,1,Ion [660.279549/660.279549],4.58,5,0,2
Me-Pseudocob,Pseudocobs,230511_Poo_TruePooMortality_Full1,668.3,1,660.279,1,Ion [660.279549/660.279549],4.62,36,0,2
Me-Pseudocob,Pseudocobs,230511_Poo_TruePooMortality_Full2,668.3,1,660.279,1,Ion [660.279549/660.279549],4.59,3,5,2
Me-Pseudocob,Pseudocobs,230511_Poo_TruePooMortality_Full3,668.3,1,660.279,1,Ion [660.279549/660.279549],4.57,50,0,2
Me-Pseudocob,Pseudocobs,230511_Poo_TruePooMortality_Full4,668.3,1,660.279,1,Ion [660.279549/660.279549],4.59,29,0,1
Me-Pseudocob,Pseudocobs,230511_Smp_A_1C_T0,668.3,1,660.279,1,Ion [660.279549/660.279549],5.06,17,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_1C_T12,668.3,1,660.279,1,Ion [660.279549/660.279549],4.97,1,22,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_1C_T18,668.3,1,660.279,1,Ion [660.279549/660.279549],4.59,47,3,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_1C_T24,668.3,1,660.279,1,Ion [660.279549/660.279549],4.61,31,10,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_1C_T30,668.3,1,660.279,1,Ion [660.279549/660.279549],4.59,0,0,0
Me-Pseudocob,Pseudocobs,230511_Smp_A_1C_T36,668.3,1,660.279,1,Ion [660.279549/660.279549],4.57,33,36,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_1C_T42,668.3,1,660.279,1,Ion [660.279549/660.279549],4.51,17,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_1C_T48,668.3,1,660.279,1,Ion [660.279549/660.279549],4.6,17,0,1
Me-Pseudocob,Pseudocobs,230511_Smp_A_1C_T6,668.3,1,660.279,1,Ion [660.279549/660.279549],4.58,1,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_3LV_T0,668.3,1,660.279,1,Ion [660.279549/660.279549],4.6,43,0,1
Me-Pseudocob,Pseudocobs,230511_Smp_A_3LV_T12,668.3,1,660.279,1,Ion [660.279549/660.279549],4.59,6,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_3LV_T24,668.3,1,660.279,1,Ion [660.279549/660.279549],4.59,28,0,1
Me-Pseudocob,Pseudocobs,230511_Smp_A_3LV_T36,668.3,1,660.279,1,Ion [660.279549/660.279549],4.57,29,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_3LV_T48,668.3,1,660.279,1,Ion [660.279549/660.279549],4.59,0,0,0
Me-Pseudocob,Pseudocobs,230511_Smp_A_4LGV_T0,668.3,1,660.279,1,Ion [660.279549/660.279549],4.58,0,0,0
Me-Pseudocob,Pseudocobs,230511_Smp_A_4LGV_T12,668.3,1,660.279,1,Ion [660.279549/660.279549],4.59,0,0,0
Me-Pseudocob,Pseudocobs,230511_Smp_A_4LGV_T24,668.3,1,660.279,1,Ion [660.279549/660.279549],4.07,11,10,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_4LGV_T36,668.3,1,660.279,1,Ion [660.279549/660.279549],4.49,198,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_4LGV_T48,668.3,1,660.279,1,Ion [660.279549/660.279549],4.59,16,6,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_6HV_T0,668.3,1,660.279,1,Ion [660.279549/660.279549],4.63,18,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_6HV_T12,668.3,1,660.279,1,Ion [660.279549/660.279549],4.6,26,0,1
Me-Pseudocob,Pseudocobs,230511_Smp_A_6HV_T24,668.3,1,660.279,1,Ion [660.279549/660.279549],4.59,38,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_6HV_T36,668.3,1,660.279,1,Ion [660.279549/660.279549],4.58,14,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_6HV_T48,668.3,1,660.279,1,Ion [660.279549/660.279549],4.57,6,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_8G_T0,668.3,1,660.279,1,Ion [660.279549/660.279549],4.18,16,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_8G_T48,668.3,1,660.279,1,Ion [660.279549/660.279549],4.56,34,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_A_9V_T0,668.3,1,660.279,1,Ion [660.279549/660.279549],4.6,16,0,1
Me-Pseudocob,Pseudocobs,230511_Smp_B_1C_T0,668.3,1,660.279,1,Ion [660.279549/660.279549],4.6,28,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_B_1C_T12,668.3,1,660.279,1,Ion [660.279549/660.279549],4.07,27,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_B_1C_T18,668.3,1,660.279,1,Ion [660.279549/660.279549],4.88,37,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_B_1C_T24,668.3,1,660.279,1,Ion [660.279549/660.279549],4.58,0,0,0
Me-Pseudocob,Pseudocobs,230511_Smp_B_1C_T30,668.3,1,660.279,1,Ion [660.279549/660.279549],4.6,15,0,1
Me-Pseudocob,Pseudocobs,230511_Smp_B_1C_T36,668.3,1,660.279,1,Ion [660.279549/660.279549],4.61,47,10,2
Me-Pseudocob,Pseudocobs,230511_Smp_B_1C_T42,668.3,1,660.279,1,Ion [660.279549/660.279549],4.37,14,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_B_1C_T48,668.3,1,660.279,1,Ion [660.279549/660.279549],4.5,21,0,2
Me-Pseudocob,Pseudocobs,230511_Smp_B_1C_T6,668.3,1,660.279,1,Ion [660.279549/660.279549],4.91,80,0,1
Me-Pseudocob,Pseudocobs,230511_Smp_B_3LV_T0,668.3,1,660.279,1,Ion [660.279549/660.279549],4.38,16,0,2
