rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
35	1	1	1	0.730297714737341	-0.8763062954586709	N/A	65.0294543659767	C10H18N4O5	[M + H]+	LOJYQMFIIJVETK	InChI=1S/C10H18N4O5/c11-5(1-3-7(12)15)9(17)14-6(10(18)19)2-4-8(13)16/h5-6H,1-4,11H2,(H2,12,15)(H2,13,16)(H,14,17)(H,18,19)	glutaminylglutamine	C(CC(=O)N)C(C(=O)NC(CCC(=O)N)C(=O)O)N	-2.9411881	7010587;7010588;14928398	COCONUT:(CNP0082600);HMDB:(28795);PubChem:(7010587 7010588 14928398);CHEBI:(73846);ZINC bio:(ZINC02391099);additional;PubChem class - bio and metabolites;Training Set;PubMed	19423338	275.1350555419922	578.894	117_200929_Poo_TruePooMortality_DDApos_117
36	1	1	1	0.7256442887881224	-33.57424829617361	N/A	24.75663581921791	C6H10N2O2	[M + H]+	WQXNXVUDBPYKBA	InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)	ectoine	CC1=NCCC(N1)C(=O)O	-0.800000012	690;126041;6993223;23112839;25246277;45107271;44629505;58318538;91350612;135909576;137208342	SuperNatural:(SN00213400 SN00323407 SN00310822 SN00297657);ZINC bio:(ZINC01612568);additional;MeSH:(690 126041);PubMed;NORMAN:(NS00005788);COCONUT:(CNP0167414 CNP0261015);Natural Products:(UNPD43766 UNPD6840 UNPD14288);PubChem:(690 126041 6993223 23112839 25246277 45107271 44629505 58318538 91350612 135909576 137208342);CHEBI:(58515 63475 27592);PubChem class - bio and metabolites;KEGG:(C06231);Training Set;Biocyc:(ECTOINE)	20769126	143.0812759399414	611.261	128_200929_Poo_TruePooMortality_DDApos_128
37	1	1	1	0.7252542696184611	-82.34145508565308	N/A	30.09391766249015	C7H9N5O2	[M + H]+	DAHAOEBKKGDLMP	InChI=1S/C7H9N5O2/c1-12-3-4(10-7(12)13)9-6(8)11-5(3)14-2/h1-2H3,(H3,8,9,10,11,13)	null	CN1C2=C(NC1=O)N=C(N=C2OC)N	-0.699999988	10584006	COCONUT:(CNP0206062);MeSH:(10584006);Natural Products:(UNPD182367);PubChem:(10584006);PubMed	2129990	196.0830078125	379.69	73_200929_Poo_TruePooMortality_DDApos_73
38	1	1	1	0.7201774836907523	-32.76734725732019	N/A	25.393825787293878	C6H10N2O2	[M + H]+	WQXNXVUDBPYKBA	InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)	ectoine	CC1=NCCC(N1)C(=O)O	-0.800000012	690;126041;6993223;23112839;25246277;45107271;44629505;58318538;91350612;135909576;137208342	SuperNatural:(SN00213400 SN00323407 SN00310822 SN00297657);ZINC bio:(ZINC01612568);additional;MeSH:(690 126041);PubMed;NORMAN:(NS00005788);COCONUT:(CNP0167414 CNP0261015);Natural Products:(UNPD43766 UNPD6840 UNPD14288);PubChem:(690 126041 6993223 23112839 25246277 45107271 44629505 58318538 91350612 135909576 137208342);CHEBI:(58515 63475 27592);PubChem class - bio and metabolites;KEGG:(C06231);Training Set;Biocyc:(ECTOINE)	20769126	143.08128356933594	609.395	125_200929_Poo_TruePooMortality_DDApos_125
39	9	2	9	0.7022365908734709	-77.345220872942	N/A	80.2226072911328	C11H18N3O7P	[M + H]+	CLGIJIDGLSCEMM	InChI=1S/C11H18N3O7P/c1-2-12-9-3-4-14(11(16)13-9)10-5-7(15)8(21-10)6-20-22(17,18)19/h3-4,7-8,10,15H,2,5-6H2,1H3,(H,12,13,16)(H2,17,18,19)	null	CCNC1=NC(=O)N(C=C1)C2CC(C(O2)COP(=O)(O)O)O	-1.13809431	137349145	PubChem:(137349145);PubChem class - bio and metabolites	16777218	336.09580993652344	650.905	151_200929_Poo_TruePooMortality_DDApos_151
40	1	1	1	0.7016083942857625	-35.705043966534014	N/A	62.58236015726046	C6H11NO	[M + H]+	JBKVHLHDHHXQEQ	InChI=1S/C6H11NO/c8-6-4-2-1-3-5-7-6/h1-5H2,(H,7,8)	Extrom 6m	C1CCC(=O)NCC1	0.801182628	7768;12966980;10419177;10486835;20687684;57025718;68796595;101379957;102587072;134859792	HMDB:(62769);PubChem class - food;ZINC bio:(ZINC05133576);additional;HSDB:(105-60-2);MeSH:(7768);PubMed;NORMAN:(NS00008125);COCONUT:(CNP0157959);KNApSAcK:(318);Natural Products:(UNPD138376);PubChem:(7768 12966980 10419177 10486835 20687684 57025718 68796595 101379957 102587072 134859792);CHEBI:(28579);PubChem class - bio and metabolites;KEGG:(C06593);PubChem class - safety and toxic;Biocyc:(CPD-883)	221031294	114.09160614013672	161.996	26_200929_Poo_TruePooMortality_DDApos_26
41	1	1	1	0.6963273352810812	-1.4767905749061043	N/A	23.14170648534614	C10H13N5O4	[M + H]+	OIRDTQYFTABQOQ	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)	Adenocor	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	-1.8441714	191;21704;60961;96368;102198;638036;644174;160739;171798;447270;447916;448374;448378;450776;453548;466397;5702004;7000182;7040251;7048607;5232242;6420052;6552084;6560357;10539954;10611929;6713976;10754484;10778501;12358319;12358320;12358321;12358322;12358325;12358335;10890867;10923602;10924111;10945502;10978491;11032861;11097670;11129405;11807674;10492175;21580289;21603567;22816614;22864552;23279550;23424823;24031035;24773269;42626774;44400560;54152452;54732806;53346513;53384930;57483912;57636736;59099798;58922336;59460532;59848323;69866322;71738110;71776184;71056489;70889269;71313037;89954368;101001971;100935583;100958904;101917632;101944188;101944189;118082104;122654941;121484514;121486812;123570113;123223819;129712279;134613125;131883911;131883912;135537873;134972038;136735805;136823423;139025871	HMDB:(50 14340);SuperNatural:(SN00001939 SN00275756 SN00383379 SN00155863 SN00002819 SN00369880);ZINC bio:(ZINC00970363 ZINC02047403 ZINC02169830 ZINC03201876 ZINC03201878 ZINC03830178 ZINC03830179 ZINC03978047 ZINC03978049 ZINC04048240 ZINC08580514);additional;HSDB:(5536-17-4 58-61-7);MeSH:(21704 60961 96368 102198 160739 447916);Plantcyc:(ADENOSINE);PubMed;NORMAN:(NS00010570);COCONUT:(CNP0009405 CNP0216822);KNApSAcK:(7444);Natural Products:(UNPD39215 UNPD128026 UNPD50018 UNPD145255 UNPD166075);PubChem:(191 21704 60961 96368 102198 638036 644174 160739 171798 447270 447916 448374 448378 450776 453548 466397 5702004 7000182 7040251 7048607 5232242 6420052 6552084 6560357 10539954 10611929 6713976 10754484 10778501 12358319 12358320 12358321 12358322 12358325 12358335 10890867 10923602 10924111 10945502 10978491 11032861 11097670 11129405 11807674 10492175 21580289 21603567 22816614 22864552 23279550 23424823 24031035 24773269 42626774 44400560 54152452 54732806 53346513 53384930 57483912 57636736 59099798 58922336 59460532 59848323 69866322 71738110 71776184 71056489 70889269 71313037 89954368 101001971 100935583 100958904 101917632 101944188 101944189 118082104 122654941 121484514 121486812 123570113 123223819 129712279 134613125 131883911 131883912 135537873 134972038 136735805 136823423 139025871);CHEBI:(95180 45327 140569 46515 93913 16335);PubChem class - bio and metabolites;KEGG:(C00212);PubChem class - safety and toxic;YMDB:(58);Training Set;PubChem class - drug;Biocyc:(SMA-0000369 CPD-13918 ADENOSINE)	121629566	268.1039123535156	332.646	66_200929_Poo_TruePooMortality_DDApos_66
42	1	1	1	0.6951440220983753	-85.46151148775333	N/A	74.18481081091919	C7H12N2O2	[M + H]+	DUXQJVAWRJYWOK	InChI=1S/C7H12N2O2/c1-5-8-4-2-3-6(9-5)7(10)11/h6H,2-4H2,1H3,(H,8,9)(H,10,11)	2-methyl-4,5,6,7-tetrahydro-1H-1,3-diazepine-7-carboxylic acid	CC1=NCCCC(N1)C(=O)O	-0.400000006	15020020;45082159;45107421;138376408	MeSH:(15020020 45082159);PubChem:(15020020 45082159 45107421 138376408);PubMed	70	157.09722900390625	543.739	94_200929_Poo_TruePooMortality_DDApos_94
43	1	1	1	0.6803438550806352	-1.0446497050528012	N/A	68.37454502476898	C10H18N4O5	[M + H]+	LOJYQMFIIJVETK	InChI=1S/C10H18N4O5/c11-5(1-3-7(12)15)9(17)14-6(10(18)19)2-4-8(13)16/h5-6H,1-4,11H2,(H2,12,15)(H2,13,16)(H,14,17)(H,18,19)	glutaminylglutamine	C(CC(=O)N)C(C(=O)NC(CCC(=O)N)C(=O)O)N	-2.9411881	7010587;7010588;14928398	COCONUT:(CNP0082600);HMDB:(28795);PubChem:(7010587 7010588 14928398);CHEBI:(73846);ZINC bio:(ZINC02391099);additional;PubChem class - bio and metabolites;Training Set;PubMed	19423338	275.13494873046875	580.03	119_200929_Poo_TruePooMortality_DDApos_119
44	1	1	1	0.6686071519090583	-24.681678912498114	N/A	49.270192316511654	C10H15NO2S	[M + H]+	IPRJXAGUEGOFGG	InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3	Uniplex 214	CCCCNS(=O)(=O)C1=CC=CC=C1	2.0999999	19241;138396170	SuperNatural:(SN00156365);Maconda:(CON00047);ZINC bio:(ZINC01666831);additional;MeSH:(19241);PubMed;NORMAN:(NS00007746);COCONUT:(CNP0249531);KNApSAcK:(41687);Natural Products:(UNPD43555);PubChem:(19241 138396170);CHEBI:(44237);PubChem class - bio and metabolites;PubChem class - safety and toxic	87860342	214.0894317626953	3.615	1_200929_Poo_TruePooMortality_DDApos_1
45	1	1	1	0.6684612715541165	-1.1285384764357218	N/A	15.756764392426742	C10H13N5O4	[M + H]+	OIRDTQYFTABQOQ	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)	Adenocor	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	-1.8441714	191;21704;60961;96368;102198;638036;644174;160739;171798;447270;447916;448374;448378;450776;453548;466397;5702004;7000182;7040251;7048607;5232242;6420052;6552084;6560357;10539954;10611929;6713976;10754484;10778501;12358319;12358320;12358321;12358322;12358325;12358335;10890867;10923602;10924111;10945502;10978491;11032861;11097670;11129405;11807674;10492175;21580289;21603567;22816614;22864552;23279550;23424823;24031035;24773269;42626774;44400560;54152452;54732806;53346513;53384930;57483912;57636736;59099798;58922336;59460532;59848323;69866322;71738110;71776184;71056489;70889269;71313037;89954368;101001971;100935583;100958904;101917632;101944188;101944189;118082104;122654941;121484514;121486812;123570113;123223819;129712279;134613125;131883911;131883912;135537873;134972038;136735805;136823423;139025871	HMDB:(50 14340);SuperNatural:(SN00001939 SN00275756 SN00383379 SN00155863 SN00002819 SN00369880);ZINC bio:(ZINC00970363 ZINC02047403 ZINC02169830 ZINC03201876 ZINC03201878 ZINC03830178 ZINC03830179 ZINC03978047 ZINC03978049 ZINC04048240 ZINC08580514);additional;HSDB:(5536-17-4 58-61-7);MeSH:(21704 60961 96368 102198 160739 447916);Plantcyc:(ADENOSINE);PubMed;NORMAN:(NS00010570);COCONUT:(CNP0009405 CNP0216822);KNApSAcK:(7444);Natural Products:(UNPD39215 UNPD128026 UNPD50018 UNPD145255 UNPD166075);PubChem:(191 21704 60961 96368 102198 638036 644174 160739 171798 447270 447916 448374 448378 450776 453548 466397 5702004 7000182 7040251 7048607 5232242 6420052 6552084 6560357 10539954 10611929 6713976 10754484 10778501 12358319 12358320 12358321 12358322 12358325 12358335 10890867 10923602 10924111 10945502 10978491 11032861 11097670 11129405 11807674 10492175 21580289 21603567 22816614 22864552 23279550 23424823 24031035 24773269 42626774 44400560 54152452 54732806 53346513 53384930 57483912 57636736 59099798 58922336 59460532 59848323 69866322 71738110 71776184 71056489 70889269 71313037 89954368 101001971 100935583 100958904 101917632 101944188 101944189 118082104 122654941 121484514 121486812 123570113 123223819 129712279 134613125 131883911 131883912 135537873 134972038 136735805 136823423 139025871);CHEBI:(95180 45327 140569 46515 93913 16335);PubChem class - bio and metabolites;KEGG:(C00212);PubChem class - safety and toxic;YMDB:(58);Training Set;PubChem class - drug;Biocyc:(SMA-0000369 CPD-13918 ADENOSINE)	121629566	268.1041564941406	329.233	62_200929_Poo_TruePooMortality_DDApos_62
46	1	2	2	0.6631167541815842	-1.7013742779424166	N/A	28.800064217962014	C6H9N3O2	[M + H]+	HNDVDQJCIGZPNO	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)	histidin	C1=C(NC=N1)CC(C(=O)O)N	-3.20000005	773;6274;71083;135379;3651426;3651721;3723250;4629346;5247180;5288059;5288559;5460934;5460936;5460937;5460941;5460943;5460945;5460948;6971009;6971048;9815258;10103401;11159446;11159482;10261337;11194454;10313231;15556516;10329518;11378637;16056331;16217281;16217564;22058933;25240990;25241086;25241111;25241571;46781699;51342292;59048770;59373198;58203003;71725525;71777659;73755104;71309184;71309586;71309659;71309677;86580368;87528073;90472119;101100551;102176482;102462245;118264376;122411931;122411932;124202807;130346518;129716535;132472196;136205229;136264951;136264952;136768573;136768597;136768598;136802402;137333494;136951621	HMDB:(177);PubChem class - food;ZINC bio:(ZINC06661227 ZINC06661404 ZINC18274816 ZINC19014871);additional;HSDB:(71-00-1);MeSH:(6274 5288559 6971009);Plantcyc:(HIS);PubMed;NORMAN:(NS00005578);COCONUT:(CNP0082853 CNP0161367 CNP0173055 CNP0255571);KNApSAcK:(1363);Natural Products:(UNPD182729 UNPD171151);PubChem:(773 6274 71083 135379 3651426 3651721 3723250 4629346 5247180 5288059 5288559 5460934 5460936 5460937 5460941 5460943 5460945 5460948 6971009 6971048 9815258 10103401 11159446 11159482 10261337 11194454 10313231 15556516 10329518 11378637 16056331 16217281 16217564 22058933 25240990 25241086 25241111 25241571 46781699 51342292 59048770 59373198 58203003 71725525 71777659 73755104 71309184 71309586 71309659 71309677 86580368 87528073 90472119 101100551 102176482 102462245 118264376 122411931 122411932 124202807 130346518 129716535 132472196 136205229 136264951 136264952 136768573 136768597 136768598 136802402 137333494 136951621);CHEBI:(27570 57595 32512 32532 32529 32523 27947 32531 32527 32526 32513 32510 142967 15971);PubChem class - bio and metabolites;KEGG:(C00135 C00768 C06419);PubChem class - safety and toxic;YMDB:(794 369);Training Set;PubChem class - drug;Biocyc:(CPD-12151 CPD-12472 HIS)	254798718	156.07679748535156	646.873	146_200929_Poo_TruePooMortality_DDApos_146
47	1	1	1	0.6311500625366075	-9.704325017914169	N/A	44.378439760534796	C10H13N5O3	[M + H]+	OLXZPDWKRNYJJZ	InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)	2''-dA threo	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O	-0.906048238	636;13730;72246;453553;489519;7059421;7091846;6541020;10586962;10610794;6708685;10634619;10634741;10729593;6997185;10824795;10944999;10988817;12800092;12800094;12800096;12800097;12800098;12800099;12800100;12800102;11097115;11107817;11780086;11807173;10422300;10491133;21681145;22209663;23279551;23656320;23656321;25239986;25240949;25241028;45357259;59891165;71776864;71309464;71315424;91057554;90472725;91524621;101001972;119078793;121596082;121486748;122130698;123646011;125344325;130227632;131707406;132047946;136735810;136823425	HMDB:(101);SuperNatural:(SN00001976 SN00006575 SN00402369);ZINC bio:(ZINC00039105 ZINC01081581 ZINC01842582 ZINC03869836 ZINC03978745 ZINC09214234 ZINC15958242);additional;MeSH:(636 13730 72246 6708685 12800099);Plantcyc:(DEOXYADENOSINE);PubMed;NORMAN:(NS00014680);COCONUT:(CNP0224071);KNApSAcK:(19281);Natural Products:(UNPD148912 UNPD177483);PubChem:(636 13730 72246 453553 489519 7059421 7091846 6541020 10586962 10610794 6708685 10634619 10634741 10729593 6997185 10824795 10944999 10988817 12800092 12800094 12800096 12800097 12800098 12800099 12800100 12800102 11097115 11107817 11780086 11807173 10422300 10491133 21681145 22209663 23279551 23656320 23656321 25239986 25240949 25241028 45357259 59891165 71776864 71309464 71315424 91057554 90472725 91524621 101001972 119078793 121596082 121486748 122130698 123646011 125344325 130227632 131707406 132047946 136735810 136823425);CHEBI:(17256);PubChem class - bio and metabolites;KEGG:(C00559);PubChem class - safety and toxic;YMDB:(503);Training Set;PubChem class - drug;Biocyc:(DEOXYADENOSINE)	121629054	252.10919189453125	270.613	56_200929_Poo_TruePooMortality_DDApos_56
48	1	1	1	0.6292802744478638	-25.176672785216894	N/A	42.584097649744756	C10H15NO2S	[M + H]+	IPRJXAGUEGOFGG	InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3	Uniplex 214	CCCCNS(=O)(=O)C1=CC=CC=C1	2.0999999	19241;138396170	SuperNatural:(SN00156365);Maconda:(CON00047);ZINC bio:(ZINC01666831);additional;MeSH:(19241);PubMed;NORMAN:(NS00007746);COCONUT:(CNP0249531);KNApSAcK:(41687);Natural Products:(UNPD43555);PubChem:(19241 138396170);CHEBI:(44237);PubChem class - bio and metabolites;PubChem class - safety and toxic	87860342	214.08953857421875	854.146	191_200929_Poo_TruePooMortality_DDApos_191
49	1	1	1	0.623945466601702	-25.19102977147809	N/A	46.88762308586848	C10H15NO2S	[M + H]+	IPRJXAGUEGOFGG	InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3	Uniplex 214	CCCCNS(=O)(=O)C1=CC=CC=C1	2.0999999	19241;138396170	SuperNatural:(SN00156365);Maconda:(CON00047);ZINC bio:(ZINC01666831);additional;MeSH:(19241);PubMed;NORMAN:(NS00007746);COCONUT:(CNP0249531);KNApSAcK:(41687);Natural Products:(UNPD43555);PubChem:(19241 138396170);CHEBI:(44237);PubChem class - bio and metabolites;PubChem class - safety and toxic	87860342	214.08975219726562	1234.058	192_200929_Poo_TruePooMortality_DDApos_192
50	1	2	2	0.6237534281502337	-2.035965818130449	N/A	25.661491466078473	C6H9N3O2	[M + H]+	HNDVDQJCIGZPNO	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)	histidin	C1=C(NC=N1)CC(C(=O)O)N	-3.20000005	773;6274;71083;135379;3651426;3651721;3723250;4629346;5247180;5288059;5288559;5460934;5460936;5460937;5460941;5460943;5460945;5460948;6971009;6971048;9815258;10103401;11159446;11159482;10261337;11194454;10313231;15556516;10329518;11378637;16056331;16217281;16217564;22058933;25240990;25241086;25241111;25241571;46781699;51342292;59048770;59373198;58203003;71725525;71777659;73755104;71309184;71309586;71309659;71309677;86580368;87528073;90472119;101100551;102176482;102462245;118264376;122411931;122411932;124202807;130346518;129716535;132472196;136205229;136264951;136264952;136768573;136768597;136768598;136802402;137333494;136951621	HMDB:(177);PubChem class - food;ZINC bio:(ZINC06661227 ZINC06661404 ZINC18274816 ZINC19014871);additional;HSDB:(71-00-1);MeSH:(6274 5288559 6971009);Plantcyc:(HIS);PubMed;NORMAN:(NS00005578);COCONUT:(CNP0082853 CNP0161367 CNP0173055 CNP0255571);KNApSAcK:(1363);Natural Products:(UNPD182729 UNPD171151);PubChem:(773 6274 71083 135379 3651426 3651721 3723250 4629346 5247180 5288059 5288559 5460934 5460936 5460937 5460941 5460943 5460945 5460948 6971009 6971048 9815258 10103401 11159446 11159482 10261337 11194454 10313231 15556516 10329518 11378637 16056331 16217281 16217564 22058933 25240990 25241086 25241111 25241571 46781699 51342292 59048770 59373198 58203003 71725525 71777659 73755104 71309184 71309586 71309659 71309677 86580368 87528073 90472119 101100551 102176482 102462245 118264376 122411931 122411932 124202807 130346518 129716535 132472196 136205229 136264951 136264952 136768573 136768597 136768598 136802402 137333494 136951621);CHEBI:(27570 57595 32512 32532 32529 32523 27947 32531 32527 32526 32513 32510 142967 15971);PubChem class - bio and metabolites;KEGG:(C00135 C00768 C06419);PubChem class - safety and toxic;YMDB:(794 369);Training Set;PubChem class - drug;Biocyc:(CPD-12151 CPD-12472 HIS)	254798718	156.07672119140625	647.813	149_200929_Poo_TruePooMortality_DDApos_149
51	1	1	1	0.6235670269382245	-3.2119011790696326	N/A	45.58718832353485	C30H58O4S	[M + H3N + H]+	GHKOFFNLGXMVNJ	InChI=1S/C30H58O4S/c1-3-5-7-9-11-13-15-17-19-21-25-33-29(31)23-27-35-28-24-30(32)34-26-22-20-18-16-14-12-10-8-6-4-2/h3-28H2,1-2H3	Milban F	CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC	11.6999998	31250	HMDB:(40172);PubChem class - food;additional;HSDB:(123-28-4);MeSH:(31250);PubMed;NORMAN:(NS00003639);COCONUT:(CNP0267404);PubChem:(31250);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	221004366	532.4395751953125	115.898	6_200929_Poo_TruePooMortality_DDApos_6
52	1	1	1	0.6223923460906853	-25.519174086663412	N/A	44.69032320109255	C10H15NO2S	[M + H]+	IPRJXAGUEGOFGG	InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3	Uniplex 214	CCCCNS(=O)(=O)C1=CC=CC=C1	2.0999999	19241;138396170	SuperNatural:(SN00156365);Maconda:(CON00047);ZINC bio:(ZINC01666831);additional;MeSH:(19241);PubMed;NORMAN:(NS00007746);COCONUT:(CNP0249531);KNApSAcK:(41687);Natural Products:(UNPD43555);PubChem:(19241 138396170);CHEBI:(44237);PubChem class - bio and metabolites;PubChem class - safety and toxic	87860342	214.0895538330078	687.737	162_200929_Poo_TruePooMortality_DDApos_162
53	1	1	2	0.6215666843223068	-5.406848261928882	N/A	40.807197033917	C14H30O8	[M + H]+	XPJRQAIZZQMSCM	InChI=1S/C14H30O8/c15-1-3-17-5-7-19-9-11-21-13-14-22-12-10-20-8-6-18-4-2-16/h15-16H,1-14H2	Epitope ID:161055	C(COCCOCCOCCOCCOCCOCCO)O	-2.0	79718	NORMAN:(NS00010523);HMDB:(61835);PubChem:(79718);CHEBI:(44748);Maconda:(CON00074);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed;KEGG Mine	8674083946	327.20147705078125	151.627	20_200929_Poo_TruePooMortality_DDApos_20
54	1	1	1	0.6194537746813453	-35.97001628033748	N/A	91.5269601827636	C6H12N2O3	[M + H]+	SUUKRBBXVBJLSS	InChI=1S/C6H12N2O3/c1-4(9)8-5(2-3-7)6(10)11/h5H,2-3,7H2,1H3,(H,8,9)(H,10,11)	N-Acetyl-ornithine	CC(=O)NC(CCN)C(=O)O	-1.61536002	10953804;18366526;86289281;87137104	PubChem:(10953804 18366526 86289281 87137104);CHEBI:(77587 77583);ZINC bio:(ZINC13437750);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C19929);PubMed;Biocyc:(CPD-19757)	17196656994	161.09205627441406	598.218	124_200929_Poo_TruePooMortality_DDApos_124
55	1	2	2	0.6146120225722868	-1.824419896967434	N/A	40.642756594988306	C5H9NO4	[M + H]+	WHUUTDBJXJRKMK	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)	Glutamat	C(CC(=O)O)C(C(=O)O)N	-1.32391071	611;23327;33032;104813;168158;450555;450602;4525487;4179667;4452358;5128032;5147171;5460297;5460299;5460543;5460544;10582905;12248489;12248490;12248491;12248492;12248499;12248500;12248502;12248503;10942598;10057642;11629711;11701061;14598502;11840951;10351852;10396980;16213329;16213424;16213454;16217561;21575125;42615584;44272391;51037439;51037437;51037438;51037440;46932125;50992608;54431527;54431528;57397101;56638524;56845125;56845930;56845948;57607970;57607968;57607971;57607976;57616920;71308417;71308849;71309035;71309130;71309247;71309316;71309505;71309806;71310326;87150909;87206355;88747398;88901897;89254549;90324386;91031500;91083019;91158404;90472821;91466291;101073736;101129201;101129202;102351656;102602046;117064483;117064484;119077677;119077680;119080345;121494059;124202791;129656111;129680450;133188389;132594196;132594197;131667875;131708707;131873974;134775857;139592947;139054390;138397024	HMDB:(148 3339 60475);PubChem class - food;SuperNatural:(SN00002027 SN00335254);ZINC bio:(ZINC00895124 ZINC01482113);additional;HSDB:(56-86-0);MeSH:(611 23327 33032 104813 4525487 5128032 5147171 5460299 5460544 11840951 14598502);Plantcyc:(D-GLT GLT);PubMed;NORMAN:(NS00008008);COCONUT:(CNP0086235 CNP0191057 CNP0200734);KNApSAcK:(19577);Natural Products:(UNPD80939 UNPD56979 UNPD112821);PubChem:(611 23327 33032 104813 168158 450555 450602 4525487 4179667 4452358 5128032 5147171 5460297 5460299 5460543 5460544 10582905 12248489 12248490 12248491 12248492 12248499 12248500 12248502 12248503 10942598 10057642 11629711 11701061 14598502 11840951 10351852 10396980 16213329 16213424 16213454 16217561 21575125 42615584 44272391 51037439 51037437 51037438 51037440 46932125 50992608 54431527 54431528 57397101 56638524 56845125 56845930 56845948 57607970 57607968 57607971 57607976 57616920 71308417 71308849 71309035 71309130 71309247 71309316 71309505 71309806 71310326 87150909 87206355 88747398 88901897 89254549 90324386 91031500 91083019 91158404 90472821 91466291 101073736 101129201 101129202 102351656 102602046 117064483 117064484 119077677 119077680 119080345 121494059 124202791 129656111 129680450 133188389 132594196 132594197 131667875 131708707 131873974 134775857 139592947 139054390 138397024);CHEBI:(14321 76051 29987 29986 16015 53375 53374 29988 29985 15966 53373 29989 18237);PubChem class - bio and metabolites;KEGG:(C00025 C00217 C00302);PubChem class - safety and toxic;YMDB:(271);Training Set;PubChem class - drug;Biocyc:(CPD1UA-4 GLT SMA-0000342 D-GLT)	255847294	148.06024169921875	652.425	152_200929_Poo_TruePooMortality_DDApos_152
